GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AGP001,AGP002,AGV001,AGV002
"G1800870","1860","Indiana","180","Lagrange","0870","Lagrange","22","870",79857,79073,3667472,111993
"G1800890","1860","Indiana","180","Lake","0890","Lake","22","890",62066,74141,2057788,85316
"G1800910","1860","Indiana","180","LaPorte","0910","Laporte","22","910",129434,87190,6415512,148480
"G1800930","1860","Indiana","180","Lawrence","0930","Lawrence","22","930",156812,110434,3846524,113847
"G1800950","1860","Indiana","180","Madison","0950","Madison","22","950",109664,97722,5061358,143221
"G1800970","1860","Indiana","180","Marion","0970","Marion","22","970",133221,93381,10923440,219976
"G1800990","1860","Indiana","180","Marshall","0990","Marshall","22","990",29231,40385,1692420,36503
"G1801010","1860","Indiana","180","Martin","1010","Martin","22","1010",44102,83567,1137620,47262
"G1801030","1860","Indiana","180","Miami","1030","Miami","22","1030",85723,95959,4470525,137817
"G1801050","1860","Indiana","180","Monroe","1050","Monroe","22","1050",125392,77397,3054156,95673
"G1801070","1860","Indiana","180","Montgomery","1070","Montgomery","22","1070",206922,117404,7807182,297606
"G1801090","1860","Indiana","180","Morgan","1090","Morgan","22","1090",142092,113343,5767548,138935
"G1801110","1860","Indiana","180","Newton","1110","Newton","22","1110",27441,39048,964571,23692
"G1801130","1860","Indiana","180","Noble","1130","Noble","22","1130",69285,93190,3242207,97306
"G1801150","1860","Indiana","180","Ohio","1150","Ohio","22","1150",31284,27114,2026760,19786
"G1801170","1860","Indiana","180","Orange","1170","Orange","22","1170",95752,108504,2458913,95548
"G1801190","1860","Indiana","180","Owen","1190","Owen","22","1190",136355,82597,3530527,112527
"G1801210","1860","Indiana","180","Parke","1210","Parke","22","1210",108842,115113,5081953,154013
"G1801230","1860","Indiana","180","Perry","1230","Perry","22","1230",37134,93974,1098473,37218
"G1801250","1860","Indiana","180","Pike","1250","Pike","22","1250",60167,89236,1656220,78781
"G1801270","1860","Indiana","180","Porter","1270","Porter","22","1270",73123,56819,3307780,85615
"G1801290","1860","Indiana","180","Posey","1290","Posey","22","1290",79712,79534,3786096,47954
"G1801310","1860","Indiana","180","Pulaski","1310","Pulaski","22","1310",41306,54077,1065376,33746
"G1801330","1860","Indiana","180","Putnam","1330","Putnam","22","1330",245817,49934,7755634,183021
"G1801350","1860","Indiana","180","Randolph","1350","Randolph","22","1350",114104,120077,5852796,161692
"G1801370","1860","Indiana","180","Ripley","1370","Ripley","22","1370",98990,117487,3702062,119642
"G1801390","1860","Indiana","180","Rush","1390","Rush","22","1390",145568,108255,10266642,222793
"G1801410","1860","Indiana","180","St Joseph","1410","St Joseph","22","1410",88256,90503,4216875,131434
"G1801430","1860","Indiana","180","Scott","1430","Scott","22","1430",45056,50744,1176590,42711
"G1801450","1860","Indiana","180","Shelby","1450","Shelby","22","1450",130013,107581,7790350,199049
"G1801470","1860","Indiana","180","Spencer","1470","Spencer","22","1470",72801,111840,2796195,107490
"G1801490","1860","Indiana","180","Starke","1490","Starke","22","1490",9541,30847,411650,15245
"G1801510","1860","Indiana","180","Steuben","1510","Steuben","22","1510",66365,86336,2426995,82715
"G1801530","1860","Indiana","180","Sullivan","1530","Sullivan","22","1530",91967,102072,2548305,107723
"G1801550","1860","Indiana","180","Switzerland","1550","Switzerland","22","1550",77485,51214,4508776,133965
"G1801570","1860","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",169912,130074,8257600,198864
"G1801590","1860","Indiana","180","Tipton","1590","Tipton","22","1590",42431,71196,2026633,46879
"G1801610","1860","Indiana","180","Union","1610","Union","22","1610",59886,41806,4356027,145129
"G1801630","1860","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",50850,46999,1912594,54582
"G1801650","1860","Indiana","180","Vermillion","1650","Vermillion","22","1650",67017,86599,2477892,92846
"G1801670","1860","Indiana","180","Vigo","1670","Vigo","22","1670",95737,90315,3958905,114459
"G1801690","1860","Indiana","180","Wabash","1690","Wabash","22","1690",100099,110064,4913676,159729
"G1801710","1860","Indiana","180","Warren","1710","Warren","22","1710",120068,75986,3915395,102453
"G1801730","1860","Indiana","180","Warrick","1730","Warrick","22","1730",78223,109035,3066049,103017
"G1801750","1860","Indiana","180","Washington","1750","Washington","22","1750",143819,144926,4283381,175839
"G1801770","1860","Indiana","180","Wayne","1770","Wayne","22","1770",152009,115454,11583148,309023
"G1801790","1860","Indiana","180","Wells","1790","Wells","22","1790",57642,74950,2393249,68794
"G1801810","1860","Indiana","180","White","1810","White","22","1810",84992,89481,2864063,79606
"G1801830","1860","Indiana","180","Whitley","1830","Whitley","22","1830",55374,76402,2921596,77611
"G1900010","1860","Iowa","190","Adair","0010","Adair","31","10",4069,16760,201680,7662
"G1900030","1860","Iowa","190","Adams","0030","Adams","31","30",6294,19546,225650,12049
"G1900050","1860","Iowa","190","Allamakee","0050","Allamakee","31","50",50366,133607,1722740,76087
"G1900070","1860","Iowa","190","Appanoose","0070","Appanoose","31","70",74627,146832,2240170,106549
"G1900090","1860","Iowa","190","Audubon","0090","Audubon","31","90",2881,14648,141597,3655
"G1900110","1860","Iowa","190","Benton","0110","Benton","31","110",59908,84052,1903648,80374
"G1900130","1860","Iowa","190","Black Hawk","0130","Black Hawk","31","130",34465,61568,1369995,63922
"G1900150","1860","Iowa","190","Boone","0150","Boone","31","150",23476,31664,638892,31373
"G1900170","1860","Iowa","190","Bremer","0170","Bremer","31","170",28490,72241,1031330,48058
"G1900190","1860","Iowa","190","Buchanan","0190","Buchanan","31","190",37772,83568,1456513,57360
"G1900210","1860","Iowa","190","Buena Vista","0210","Buena Vista","31","210",60,540,2400,90
"G1900215","1860","Iowa","190","Buncombe","0215","Buncombe","31","1190",,,,
"G1900230","1860","Iowa","190","Butler","0230","Butler","31","230",20393,43573,499875,27632
"G1900250","1860","Iowa","190","Calhoun","0250","Calhoun","31","250",1038,1959,24960,715
"G1900270","1860","Iowa","190","Carroll","0270","Carroll","31","270",1460,4053,28250,1547
"G1900290","1860","Iowa","190","Cass","0290","Cass","31","290",9813,26130,324324,15527
"G1900310","1860","Iowa","190","Cedar","0310","Cedar","31","310",131575,105431,3691875,158681
"G1900330","1860","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",4689,18238,176286,10990
"G1900350","1860","Iowa","190","Cherokee","0350","Cherokee","31","350",75,538,2950,250
"G1900370","1860","Iowa","190","Chickasaw","0370","Chickasaw","31","370",19265,73957,562685,31738
"G1900390","1860","Iowa","190","Clarke","0390","Clarke","31","390",28093,67453,911039,43327
"G1900410","1860","Iowa","190","Clay","0410","Clay","31","410",208,902,6000,400
"G1900430","1860","Iowa","190","Clayton","0430","Clayton","31","430",108691,134892,3147582,161186
"G1900450","1860","Iowa","190","Clinton","0450","Clinton","31","450",139507,104520,3366065,175419
"G1900470","1860","Iowa","190","Crawford","0470","Crawford","31","470",2382,7841,57430,3188
"G1900490","1860","Iowa","190","Dallas","0490","Dallas","31","490",38082,84633,1225211,44867
"G1900510","1860","Iowa","190","Davis","0510","Davis","31","510",87909,140978,2494091,119621
"G1900530","1860","Iowa","190","Decatur","0530","Decatur","31","530",54645,127013,1556970,70310
"G1900550","1860","Iowa","190","Delaware","0550","Delaware","31","550",97034,59426,1217201,86963
"G1900570","1860","Iowa","190","Des Moines","0570","Des Moines","31","570",107531,82442,4186902,138682
"G1900590","1860","Iowa","190","Dickinson","0590","Dickinson","31","590",367,1197,9700,1020
"G1900610","1860","Iowa","190","Dubuque","0610","Dubuque","31","610",109038,169722,3658878,171982
"G1900630","1860","Iowa","190","Emmet","0630","Emmet","31","630",167,863,2550,490
"G1900650","1860","Iowa","190","Fayette","0650","Fayette","31","650",55747,102955,1153102,87571
"G1900670","1860","Iowa","190","Floyd","0670","Floyd","31","670",21522,49367,773012,14843
"G1900690","1860","Iowa","190","Franklin","0690","Franklin","31","690",6506,16617,200298,10178
"G1900710","1860","Iowa","190","Fremont","0710","Fremont","31","710",28687,60517,1175083,40543
"G1900730","1860","Iowa","190","Greene","0730","Greene","31","730",7227,20860,168557,9960
"G1900750","1860","Iowa","190","Grundy","0750","Grundy","31","750",5458,12961,200720,10935
"G1900770","1860","Iowa","190","Guthrie","0770","Guthrie","31","770",18477,39312,510130,27202
"G1900790","1860","Iowa","190","Hamilton","0790","Hamilton","31","790",8237,20334,312375,14860
"G1900810","1860","Iowa","190","Hancock","0810","Hancock","31","810",845,2409,38100,2305
"G1900830","1860","Iowa","190","Hardin","0830","Hardin","31","830",22593,52388,737827,30724
"G1900850","1860","Iowa","190","Harrison","0850","Harrison","31","850",12276,41837,29010,25596
"G1900870","1860","Iowa","190","Henry","0870","Henry","31","870",114270,74187,4106510,156579
"G1900890","1860","Iowa","190","Howard","0890","Howard","31","890",16388,73278,615519,27402
"G1900910","1860","Iowa","190","Humboldt","0910","Humboldt","31","910",1110,2676,18730,755
"G1900930","1860","Iowa","190","Ida","0930","Ida","31","930",248,2137,12060,717
"G1900950","1860","Iowa","190","Iowa","0950","Iowa","31","950",43192,98380,1464530,66638
"G1900970","1860","Iowa","190","Jackson","0970","Jackson","31","970",107554,177476,3219489,162213
"G1900990","1860","Iowa","190","Jasper","0990","Jasper","31","990",58772,103698,2046716,85129
"G1901010","1860","Iowa","190","Jefferson","1010","Jefferson","31","1010",99357,109083,3661566,146064
"G1901030","1860","Iowa","190","Johnson","1030","Johnson","31","1030",77642,76764,2436810,92647
"G1901050","1860","Iowa","190","Jones","1050","Jones","31","1050",96977,131105,2552933,114576
"G1901070","1860","Iowa","190","Keokuk","1070","Keokuk","31","1070",91363,162475,3204065,119164
"G1901090","1860","Iowa","190","Kossuth","1090","Kossuth","31","1090",1798,6870,38010,1825
"G1901110","1860","Iowa","190","Lee","1110","Lee","31","1110",131206,95717,5115505,199189
"G1901130","1860","Iowa","190","Linn","1130","Linn","31","1130",115867,136451,3845262,151222
"G1901150","1860","Iowa","190","Louisa","1150","Louisa","31","1150",75201,53974,2538652,112789
"G1901170","1860","Iowa","190","Lucas","1170","Lucas","31","1170",33763,54726,739539,42242
"G1901210","1860","Iowa","190","Madison","1210","Madison","31","1210",44172,120776,617460,77212
"G1901230","1860","Iowa","190","Mahaska","1230","Mahaska","31","1230",73850,97019,2476356,106951
"G1901250","1860","Iowa","190","Marion","1250","Marion","31","1250",78759,123833,2778960,122907
"G1901270","1860","Iowa","190","Marshall","1270","Marshall","31","1270",34120,79585,1017015,57022
"G1901290","1860","Iowa","190","Mills","1290","Mills","31","1290",29531,73700,1330710,59919
"G1901310","1860","Iowa","190","Mitchell","1310","Mitchell","31","1310",17549,665615,607070,33664
"G1901330","1860","Iowa","190","Monona","1330","Monona","31","1330",2883,14915,92435,6610
"G1901350","1860","Iowa","190","Monroe","1350","Monroe","31","1350",51120,91295,1997648,73354
"G1901370","1860","Iowa","190","Montgomery","1370","Montgomery","31","1370",5770,18414,232082,8858
"G1901390","1860","Iowa","190","Muscatine","1390","Muscatine","31","1390",112899,73666,3886294,145405
"G1901410","1860","Iowa","190","O Brien","1410","O Brien","31","1410",25,135,800,0
"G1901430","1860","Iowa","190","Osceola","1430","Osceola","31","1430",,,,
"G1901450","1860","Iowa","190","Page","1450","Page","31","1450",26425,65824,1645890,43896
"G1901470","1860","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",345,1384,4650,415
"G1901490","1860","Iowa","190","Plymouth","1490","Plymouth","31","1490",1316,4286,32810,1805
"G1901510","1860","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",139,656,2700,170
"G1901530","1860","Iowa","190","Polk","1530","Polk","31","1530",45040,73473,1892316,62274
"G1901550","1860","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",17066,35240,424211,23565
"G1901570","1860","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",36762,61253,975925,38304
"G1901590","1860","Iowa","190","Ringgold","1590","Ringgold","31","1590",16875,39076,425098,18491
"G1901610","1860","Iowa","190","Sac","1610","Sac","31","1610",903,2683,41850,1700
"G1901630","1860","Iowa","190","Scott","1630","Scott","31","1630",151053,43209,4405186,209274
"G1901650","1860","Iowa","190","Shelby","1650","Shelby","31","1650",3910,14558,127610,6541
"G1901670","1860","Iowa","190","Sioux","1670","Sioux","31","1670",,,,
"G1901690","1860","Iowa","190","Story","1690","Story","31","1690",24711,48674,626574,30004
"G1901710","1860","Iowa","190","Tama","1710","Tama","31","1710",10615,5956,313943,18066
"G1901730","1860","Iowa","190","Taylor","1730","Taylor","31","1730",18288,62556,577647,23007
"G1901750","1860","Iowa","190","Union","1750","Union","31","1750",12456,30131,377447,19295
"G1901770","1860","Iowa","190","Van Buren","1770","Van Buren","31","1770",91914,121564,2800204,123876
"G1901790","1860","Iowa","190","Wapello","1790","Wapello","31","1790",65477,82831,2064023,61303
"G1901810","1860","Iowa","190","Warren","1810","Warren","31","1810",47906,96930,1843000,72094
"G1901830","1860","Iowa","190","Washington","1830","Washington","31","1830",109863,113043,3304843,143116
"G1901850","1860","Iowa","190","Wayne","1850","Wayne","31","1850",41015,97071,1185586,46300
"G1901870","1860","Iowa","190","Webster","1870","Webster","31","1870",10101,20754,257465,13122
"G1901890","1860","Iowa","190","Winnebago","1890","Winnebago","31","1890",364,3579,11900,1298
"G1901910","1860","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",66211,158557,2224697,152387
"G1901930","1860","Iowa","190","Woodbury","1930","Woodbury","31","1930",2696,12194,127698,7199
"G1901950","1860","Iowa","190","Worth","1950","Worth","31","1950",2325,18405,120800,8232
"G1901970","1860","Iowa","190","Wright","1970","Wright","31","1970",1685,4934,49095,3815
"G2050015","1860","Kansas Territory","205","Allen","0015","Allen","32","10",13326,103686,260719,28654
"G2050035","1860","Kansas Territory","205","Anderson","0035","Anderson","32","30",9894,36545,261235,11744
"G2050075","1860","Kansas Territory","205","Atchison","0075","Atchison","32","50",27806,53383,655193,43305
"G2050095","1860","Kansas Territory","205","Bourbon","0095","Bourbon","32","110",22404,167483,452123,54274
"G2050115","1860","Kansas Territory","205","Breckinridge","0115","Breckinridge","32","115",21541,62951,640355,31594
"G2050135","1860","Kansas Territory","205","Brown","0135","Brown","32","130",13648,40069,348665,25760
"G2050155","1860","Kansas Territory","205","Butler","0155","Butler","32","150",1631,6527,32300,3633
"G2050175","1860","Kansas Territory","205","Chase","0175","Chase","32","170",2854,12619,91820,5666
"G2050195","1860","Kansas Territory","205","Clay","0195","Clay","32","270",481,2446,9200,975
"G2050215","1860","Kansas Territory","205","Coffey","0215","Coffey","32","310",12206,46541,344040,22875
"G2050255","1860","Kansas Territory","205","Davis","0255","Davis","32","610",2959,10279,95050,6810
"G2050275","1860","Kansas Territory","205","Dickinson","0275","Dickinson","32","410",423,2185,8400,1580
"G2050295","1860","Kansas Territory","205","Doniphan","0295","Doniphan","32","430",20671,59870,801878,35123
"G2050315","1860","Kansas Territory","205","Dorn","0315","Dorn","32","1330",34,608,375,380
"G2050335","1860","Kansas Territory","205","Douglas","0335","Douglas","32","450",36905,104772,1427795,68351
"G2050355","1860","Kansas Territory","205","Franklin","0355","Franklin","32","590",16995,40868,578848,25778
"G2050375","1860","Kansas Territory","205","Godfrey","0375","Godfrey","32","835",,,,
"G2050395","1860","Kansas Territory","205","Greenwood","0395","Greenwood","32","730",1534,6866,68200,4745
"G2050415","1860","Kansas Territory","205","Hunter","0415","Hunter","32","845",524,1076,6700,800
"G2050435","1860","Kansas Territory","205","Jackson","0435","Jackson","32","850",5294,18796,210900,12515
"G2050455","1860","Kansas Territory","205","Jefferson","0455","Jefferson","32","870",22910,53094,599705,26156
"G2050475","1860","Kansas Territory","205","Johnson","0475","Johnson","32","910",23502,38425,603305,28415
"G2050495","1860","Kansas Territory","205","Leavenworth","0495","Leavenworth","32","1030",27330,65356,1247410,45182
"G2050515","1860","Kansas Territory","205","Linn","0515","Linn","32","1070",29889,80120,673153,41006
"G2050535","1860","Kansas Territory","205","McGhee","0535","Mcghee","32","210",3792,41648,63365,14688
"G2050555","1860","Kansas Territory","205","Madison","0555","Madison","32","1115",3975,13851,102800,6868
"G2050575","1860","Kansas Territory","205","Marion","0575","Marion","32","1150",80,80,2000,80
"G2050595","1860","Kansas Territory","205","Marshall","0595","Marshall","32","1170",2332,8039,52900,2364
"G2050615","1860","Kansas Territory","205","Miami/Lykins","0615","Miami/Lykins","32","1210",26604,66478,694635,37984
"G2050635","1860","Kansas Territory","205","Morris","0635","Morris","32","1270",3908,15471,111310,5757
"G2050655","1860","Kansas Territory","205","Nemaha","0655","Nemaha","32","1310",8978,44064,227055,10821
"G2050695","1860","Kansas Territory","205","Osage","0695","Osage","32","1390",4630,19775,133130,12449
"G2050715","1860","Kansas Territory","205","Otoe","0715","Otoe","32","1415",,,,
"G2050735","1860","Kansas Territory","205","Pottawatomie","0735","Pottawatomie","32","1490",8877,38456,231475,22926
"G2050755","1860","Kansas Territory","205","Riley","0755","Riley","32","1610",3832,11523,161300,9586
"G2050795","1860","Kansas Territory","205","Shawnee","0795","Shawnee","32","1770",10652,39758,511700,37070
"G2050815","1860","Kansas Territory","205","Wabaunsee","0815","Wabaunsee","32","1970",6829,35989,234250,16460
"G2050835","1860","Kansas Territory","205","Washington","0835","Washington","32","2010",,,,
"G2050855","1860","Kansas Territory","205","Wilson","0855","Wilson","32","2050",,,,
"G2050875","1860","Kansas Territory","205","Woodson","0875","Woodson","32","2070",2917,12169,115500,8005
"G2052090","1860","Kansas Territory","205","Wyandotte","2090","Wyandotte","32","2090",3301,11066,199450,17315
"G2100010","1860","Kentucky","210","Adair","0010","Adair","51","10",58132,102239,1062283,49908
"G2100030","1860","Kentucky","210","Allen","0030","Allen","51","30",58096,106013,1414413,57391
"G2100050","1860","Kentucky","210","Anderson","0050","Anderson","51","50",63842,41328,1798182,52116
"G2100070","1860","Kentucky","210","Ballard","0070","Ballard","51","70",44922,117550,2236281,65438
"G2100090","1860","Kentucky","210","Barren","0090","Barren","51","90",114150,172441,2590583,126031
"G2100110","1860","Kentucky","210","Bath","0110","Bath","51","110",125894,84307,3694743,75154
"G2100150","1860","Kentucky","210","Boone","0150","Boone","51","150",94210,54684,6386165,114808
"G2100170","1860","Kentucky","210","Bourbon","0170","Bourbon","51","170",176916,0,13036380,142240
"G2100190","1860","Kentucky","210","Boyd","0190","Boyd","51","190",15290,91014,610225,8558
"G2100210","1860","Kentucky","210","Boyle","0210","Boyle","51","210",78746,32628,3424814,77529
"G2100230","1860","Kentucky","210","Bracken","0230","Bracken","51","230",70560,57770,2493125,87107
"G2100250","1860","Kentucky","210","Breathitt","0250","Breathitt","51","250",18093,226518,452020,6627
"G2100270","1860","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",75096,134453,1677235,82631
"G2100290","1860","Kentucky","210","Bullitt","0290","Bullitt","51","290",54065,74378,1773744,59843
"G2100310","1860","Kentucky","210","Butler","0310","Butler","51","310",42210,142203,1073144,44143
"G2100330","1860","Kentucky","210","Caldwell","0330","Caldwell","51","330",66717,107731,1972031,70114
"G2100350","1860","Kentucky","210","Calloway","0350","Calloway","51","350",52112,133320,1618946,65812
"G2100370","1860","Kentucky","210","Campbell","0370","Campbell","51","370",42203,25285,2797505,61900
"G2100410","1860","Kentucky","210","Carroll","0410","Carroll","51","410",44632,33252,2008835,48534
"G2100430","1860","Kentucky","210","Carter","0430","Carter","51","430",43334,241874,1122061,37898
"G2100450","1860","Kentucky","210","Casey","0450","Casey","51","450",50965,129829,1020700,41359
"G2100470","1860","Kentucky","210","Christian","0470","Christian","51","470",158092,215970,8914406,246719
"G2100490","1860","Kentucky","210","Clark","0490","Clark","51","490",147889,0,6589098,93217
"G2100510","1860","Kentucky","210","Clay","0510","Clay","51","510",27590,227306,501280,17137
"G2100530","1860","Kentucky","210","Clinton","0530","Clinton","51","530",41558,60970,842066,31542
"G2100550","1860","Kentucky","210","Crittenden","0550","Crittenden","51","550",51695,129736,1530405,62265
"G2100570","1860","Kentucky","210","Cumberland","0570","Cumberland","51","570",45656,97844,1252562,38517
"G2100590","1860","Kentucky","210","Daviess","0590","Daviess","51","590",93322,146859,4598215,122699
"G2100610","1860","Kentucky","210","Edmonson","0610","Edmonson","51","610",25316,77171,505803,27409
"G2100650","1860","Kentucky","210","Estill","0650","Estill","51","650",40828,106868,967549,25412
"G2100670","1860","Kentucky","210","Fayette","0670","Fayette","51","670",174866,1603,13431718,138870
"G2100690","1860","Kentucky","210","Fleming","0690","Fleming","51","690",107841,67000,3127018,106637
"G2100710","1860","Kentucky","210","Floyd","0710","Floyd","51","710",27963,180529,632430,9474
"G2100730","1860","Kentucky","210","Franklin","0730","Franklin","51","730",82462,31439,2574235,63556
"G2100750","1860","Kentucky","210","Fulton","0750","Fulton","51","750",26418,32623,1323214,33125
"G2100770","1860","Kentucky","210","Gallatin","0770","Gallatin","51","770",38181,26399,1414627,43362
"G2100790","1860","Kentucky","210","Garrard","0790","Garrard","51","790",112812,21982,3974189,64915
"G2100810","1860","Kentucky","210","Grant","0810","Grant","51","810",66409,52765,2121321,50024
"G2100830","1860","Kentucky","210","Graves","0830","Graves","51","830",89677,230408,3140260,141834
"G2100850","1860","Kentucky","210","Grayson","0850","Grayson","51","850",56601,138417,986267,57654
"G2100870","1860","Kentucky","210","Green","0870","Green","51","870",65009,83420,1154698,44367
"G2100890","1860","Kentucky","210","Greenup","0890","Greenup","51","890",33129,89249,1190619,34517
"G2100910","1860","Kentucky","210","Hancock","0910","Hancock","51","910",30632,48506,1092955,44552
"G2100930","1860","Kentucky","210","Hardin","0930","Hardin","51","930",131514,184497,3456456,139354
"G2100950","1860","Kentucky","210","Harlan","0950","Harlan","51","950",27126,341051,540784,12028
"G2100970","1860","Kentucky","210","Harrison","0970","Harrison","51","970",159462,30681,5632940,136301
"G2100990","1860","Kentucky","210","Hart","0990","Hart","51","990",56408,104183,1372929,52552
"G2101010","1860","Kentucky","210","Henderson","1010","Henderson","51","1010",92814,154936,5242955,153169
"G2101030","1860","Kentucky","210","Henry","1030","Henry","51","1030",115169,56276,4536880,120507
"G2101050","1860","Kentucky","210","Hickman","1050","Hickman","51","1050",30583,63353,1108323,43586
"G2101070","1860","Kentucky","210","Hopkins","1070","Hopkins","51","1070",79736,199018,2373995,86752
"G2101090","1860","Kentucky","210","Jackson","1090","Jackson","51","1090",12922,72723,255526,3601
"G2101110","1860","Kentucky","210","Jefferson","1110","Jefferson","51","1110",114857,57175,11140950,192773
"G2101130","1860","Kentucky","210","Jessamine","1130","Jessamine","51","1130",76313,38499,5297860,94986
"G2101150","1860","Kentucky","210","Johnson","1150","Johnson","51","1150",21563,156287,482795,8493
"G2101170","1860","Kentucky","210","Kenton","1170","Kenton","51","1170",51454,35214,2613330,78315
"G2101210","1860","Kentucky","210","Knox","1210","Knox","51","1210",48910,169064,881141,22109
"G2101230","1860","Kentucky","210","Larue","1230","Larue","51","1230",53263,87487,1467474,56587
"G2101250","1860","Kentucky","210","Laurel","1250","Laurel","51","1250",34729,119011,472778,22604
"G2101270","1860","Kentucky","210","Lawrence","1270","Lawrence","51","1270",38236,198275,837015,18041
"G2101330","1860","Kentucky","210","Letcher","1330","Letcher","51","1330",16291,150912,281764,14444
"G2101350","1860","Kentucky","210","Lewis","1350","Lewis","51","1350",49837,110585,1428467,48631
"G2101370","1860","Kentucky","210","Lincoln","1370","Lincoln","51","1370",104469,58612,3993899,54509
"G2101390","1860","Kentucky","210","Livingston","1390","Livingston","51","1390",34653,90416,1283874,50785
"G2101410","1860","Kentucky","210","Logan","1410","Logan","51","1410",130144,156656,5743925,180934
"G2101430","1860","Kentucky","210","Lyon","1430","Lyon","51","1430",25703,64533,920232,39544
"G2101450","1860","Kentucky","210","McCracken","1450","Mccracken","51","1450",29073,76619,1602478,47624
"G2101490","1860","Kentucky","210","McLean","1490","Mclean","51","1490",32577,65686,1172853,47693
"G2101510","1860","Kentucky","210","Madison","1510","Madison","51","1510",192210,95211,7346990,105074
"G2101530","1860","Kentucky","210","Magoffin","1530","Magoffin","51","1530",17963,146025,392353,8595
"G2101550","1860","Kentucky","210","Marion","1550","Marion","51","1550",103278,111681,3507066,79609
"G2101570","1860","Kentucky","210","Marshall","1570","Marshall","51","1570",35439,89787,999606,43798
"G2101610","1860","Kentucky","210","Mason","1610","Mason","51","1610",128300,26283,6005997,138367
"G2101630","1860","Kentucky","210","Meade","1630","Meade","51","1630",65603,99936,1937357,69103
"G2101670","1860","Kentucky","210","Mercer","1670","Mercer","51","1670",110957,40556,4376120,103252
"G2101690","1860","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",45406,74722,902722,42179
"G2101710","1860","Kentucky","210","Monroe","1710","Monroe","51","1710",50947,108129,1082376,43914
"G2101730","1860","Kentucky","210","Montgomery","1730","Montgomery","51","1730",96405,36718,3915305,57693
"G2101750","1860","Kentucky","210","Morgan","1750","Morgan","51","1750",55246,261341,1094821,20199
"G2101770","1860","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",65850,180349,1848084,69950
"G2101790","1860","Kentucky","210","Nelson","1790","Nelson","51","1790",118211,102302,5047877,124796
"G2101810","1860","Kentucky","210","Nicholas","1810","Nicholas","51","1810",101990,34116,3377294,75909
"G2101830","1860","Kentucky","210","Ohio","1830","Ohio","51","1830",81900,219012,2128143,97775
"G2101850","1860","Kentucky","210","Oldham","1850","Oldham","51","1850",65175,31331,2706690,81709
"G2101870","1860","Kentucky","210","Owen","1870","Owen","51","1870",98678,88961,2284137,68469
"G2101890","1860","Kentucky","210","Owsley","1890","Owsley","51","1890",26277,231160,760213,14649
"G2101910","1860","Kentucky","210","Pendleton","1910","Pendleton","51","1910",60045,70632,1956278,52987
"G2101930","1860","Kentucky","210","Perry","1930","Perry","51","1930",18754,301564,419538,11431
"G2101950","1860","Kentucky","210","Pike","1950","Pike","51","1950",22527,277470,537098,11097
"G2101970","1860","Kentucky","210","Powell","1970","Powell","51","1970",13073,41291,273326,8153
"G2101990","1860","Kentucky","210","Pulaski","1990","Pulaski","51","1990",108828,195062,2032640,78551
"G2102030","1860","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",31656,96886,505252,23166
"G2102050","1860","Kentucky","210","Rowan","2050","Rowan","51","2050",17356,64900,281576,7559
"G2102070","1860","Kentucky","210","Russell","2070","Russell","51","2070",36805,80182,824714,29185
"G2102090","1860","Kentucky","210","Scott","2090","Scott","51","2090",162277,3039,6793203,119886
"G2102110","1860","Kentucky","210","Shelby","2110","Shelby","51","2110",198664,29074,9831836,200908
"G2102130","1860","Kentucky","210","Simpson","2130","Simpson","51","2130",64159,65689,2514577,77383
"G2102150","1860","Kentucky","210","Spencer","2150","Spencer","51","2150",75339,42660,2704902,80030
"G2102170","1860","Kentucky","210","Taylor","2170","Taylor","51","2170",56580,78072,910917,41001
"G2102190","1860","Kentucky","210","Todd","2190","Todd","51","2190",91915,116330,4316261,106215
"G2102210","1860","Kentucky","210","Trigg","2210","Trigg","51","2210",61586,131543,1956460,73294
"G2102230","1860","Kentucky","210","Trimble","2230","Trimble","51","2230",45624,36596,1378122,44261
"G2102250","1860","Kentucky","210","Union","2250","Union","51","2250",72508,121463,4147800,143700
"G2102270","1860","Kentucky","210","Warren","2270","Warren","51","2270",134892,160366,6268412,142495
"G2102290","1860","Kentucky","210","Washington","2290","Washington","51","2290",139574,49105,3718324,92484
"G2102310","1860","Kentucky","210","Wayne","2310","Wayne","51","2310",78620,199621,1929375,49715
"G2102330","1860","Kentucky","210","Webster","2330","Webster","51","2330",42832,93584,1232375,53566
"G2102350","1860","Kentucky","210","Whitley","2350","Whitley","51","2350",40495,260776,338607,28724
"G2102390","1860","Kentucky","210","Woodford","2390","Woodford","51","2390",108327,7895,6642240,154875
