GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AGP001,AGP002,AGV001,AGV002
"G0100010","1860","Alabama","010","Autauga","0010","Autauga","41","10",131733,307385,2901285,125234
"G0100030","1860","Alabama","010","Baldwin","0030","Baldwin","41","30",10141,73045,468090,20495
"G0100050","1860","Alabama","010","Barbour","0050","Barbour","41","50",209150,324653,4960812,181321
"G0100070","1860","Alabama","010","Bibb","0070","Bibb","41","70",74705,230542,1442455,112325
"G0100090","1860","Alabama","010","Blount","0090","Blount","41","90",40943,152087,832500,54835
"G0100130","1860","Alabama","010","Butler","0130","Butler","41","130",99959,306628,2950744,101432
"G0100150","1860","Alabama","010","Calhoun","0150","Calhoun","41","150",125306,246619,2709394,150088
"G0100170","1860","Alabama","010","Chambers","0170","Chambers","41","170",226163,206279,3035933,216501
"G0100190","1860","Alabama","010","Cherokee","0190","Cherokee","41","190",106919,218234,2979265,166508
"G0100230","1860","Alabama","010","Choctaw","0230","Choctaw","41","230",92272,258903,2746506,112246
"G0100250","1860","Alabama","010","Clarke","0250","Clarke","41","250",99429,446169,3255548,143281
"G0100310","1860","Alabama","010","Coffee","0310","Coffee","41","310",56612,213181,1004062,41228
"G0100350","1860","Alabama","010","Conecuh","0350","Conecuh","41","350",73845,173682,1045700,73492
"G0100370","1860","Alabama","010","Coosa","0370","Coosa","41","370",123231,316376,1672376,146061
"G0100390","1860","Alabama","010","Covington","0390","Covington","41","390",29275,142651,538155,39266
"G0100450","1860","Alabama","010","Dale","0450","Dale","41","450",76726,273651,1431122,83868
"G0100470","1860","Alabama","010","Dallas","0470","Dallas","41","470",261130,286343,9311714,245541
"G0100490","1860","Alabama","010","DeKalb","0490","Dekalb","41","490",56218,99314,1100609,74053
"G0100570","1860","Alabama","010","Fayette","0570","Fayette","41","570",56768,328739,739641,96246
"G0100590","1860","Alabama","010","Franklin","0590","Franklin","41","590",133575,280543,4096733,140228
"G0100630","1860","Alabama","010","Greene","0630","Greene","41","630",277462,282682,9176802,259471
"G0100670","1860","Alabama","010","Henry","0670","Henry","41","670",101993,266582,2154860,99118
"G0100710","1860","Alabama","010","Jackson","0710","Jackson","41","710",104860,228582,3121085,98255
"G0100730","1860","Alabama","010","Jefferson","0730","Jefferson","41","730",75121,216547,1219865,95261
"G0100770","1860","Alabama","010","Lauderdale","0770","Lauderdale","41","770",139446,287234,4554063,154512
"G0100790","1860","Alabama","010","Lawrence","0790","Lawrence","41","790",142726,201467,2996285,91730
"G0100830","1860","Alabama","010","Limestone","0830","Limestone","41","830",120047,147139,3592495,114529
"G0100850","1860","Alabama","010","Lowndes","0850","Lowndes","41","850",239667,273238,9040470,405489
"G0100870","1860","Alabama","010","Macon","0870","Macon","41","870",224419,221073,5825099,152394
"G0100890","1860","Alabama","010","Madison","0890","Madison","41","890",214509,192734,6078806,184277
"G0100910","1860","Alabama","010","Marengo","0910","Marengo","41","910",244821,334102,10291862,301473
"G0100930","1860","Alabama","010","Marion","0930","Marion","41","930",38912,323869,729765,85834
"G0100950","1860","Alabama","010","Marshall","0950","Marshall","41","950",56400,124199,1372766,71393
"G0100970","1860","Alabama","010","Mobile","0970","Mobile","41","970",10399,130400,1186763,40758
"G0100990","1860","Alabama","010","Monroe","0990","Monroe","41","990",98408,253367,2672000,144549
"G0101010","1860","Alabama","010","Montgomery","1010","Montgomery","41","1010",257602,295511,9883964,326229
"G0101030","1860","Alabama","010","Morgan","1030","Morgan","41","1030",82412,158641,1441974,77076
"G0101050","1860","Alabama","010","Perry","1050","Perry","41","1050",194562,227089,7275412,276479
"G0101070","1860","Alabama","010","Pickens","1070","Pickens","41","1070",174131,328873,4016618,263403
"G0101090","1860","Alabama","010","Pike","1090","Pike","41","1090",167085,354822,3744687,165763
"G0101110","1860","Alabama","010","Randolph","1110","Randolph","41","1110",100323,333502,1950170,105930
"G0101130","1860","Alabama","010","Russell","1130","Russell","41","1130",230121,214407,4959649,208958
"G0101150","1860","Alabama","010","St Clair","1150","St Clair","41","1150",60460,237725,1370662,75371
"G0101170","1860","Alabama","010","Shelby","1170","Shelby","41","1170",72154,193588,1401230,82123
"G0101190","1860","Alabama","010","Sumter","1190","Sumter","41","1190",189014,208798,5303979,248997
"G0101210","1860","Alabama","010","Talladega","1210","Talladega","41","1210",139892,310014,3111205,184704
"G0101230","1860","Alabama","010","Tallapoosa","1230","Tallapoosa","41","1230",153332,301859,3256377,198236
"G0101250","1860","Alabama","010","Tuscaloosa","1250","Tuscaloosa","41","1250",151420,469085,5925157,260551
"G0101270","1860","Alabama","010","Walker","1270","Walker","41","1270",31467,198567,613820,57797
"G0101290","1860","Alabama","010","Washington","1290","Washington","41","1290",16987,107552,791710,23920
"G0101310","1860","Alabama","010","Wilcox","1310","Wilcox","41","1310",179143,337886,7311117,233165
"G0101330","1860","Alabama","010","Winston","1330","Winston","41","1330",12329,72663,231261,21184
"G0500010","1860","Arkansas","050","Arkansas","0010","Arkansas","42","10",45493,288767,5498395,175999
"G0500030","1860","Arkansas","050","Ashley","0030","Ashley","42","30",44225,209953,2532356,126402
"G0500070","1860","Arkansas","050","Benton","0070","Benton","42","70",41183,150019,1411920,70544
"G0500110","1860","Arkansas","050","Bradley","0110","Bradley","42","110",46906,208115,2084198,109668
"G0500130","1860","Arkansas","050","Calhoun","0130","Calhoun","42","130",19641,52895,499136,30647
"G0500150","1860","Arkansas","050","Carroll","0150","Carroll","42","150",39742,69624,836970,62775
"G0500170","1860","Arkansas","050","Chicot","0170","Chicot","42","170",66423,155071,4399554,234555
"G0500190","1860","Arkansas","050","Clark","0190","Clark","42","190",37564,161270,1254607,65452
"G0500270","1860","Arkansas","050","Columbia","0270","Columbia","42","270",87446,332785,2041073,156534
"G0500290","1860","Arkansas","050","Conway","0290","Conway","42","290",21747,121016,923263,33470
"G0500310","1860","Arkansas","050","Craighead","0310","Craighead","42","310",8879,38831,268982,16589
"G0500330","1860","Arkansas","050","Crawford","0330","Crawford","42","330",21568,40252,615073,50663
"G0500350","1860","Arkansas","050","Crittenden","0350","Crittenden","42","350",19897,88011,2408415,51871
"G0500390","1860","Arkansas","050","Dallas","0390","Dallas","42","390",50786,201105,1530234,75500
"G0500410","1860","Arkansas","050","Desha","0410","Desha","42","410",42264,125800,4098240,128064
"G0500430","1860","Arkansas","050","Drew","0430","Drew","42","430",44858,320868,1062123,67024
"G0500470","1860","Arkansas","050","Franklin","0470","Franklin","42","470",33033,89039,1030882,42288
"G0500490","1860","Arkansas","050","Fulton","0490","Fulton","42","490",15065,91023,466340,25268
"G0500550","1860","Arkansas","050","Greene","0550","Greene","42","550",14908,90815,575574,45666
"G0500570","1860","Arkansas","050","Hempstead","0570","Hempstead","42","570",65548,211138,3029418,156522
"G0500590","1860","Arkansas","050","Hot Spring","0590","Hot Spring","42","590",25400,139691,797525,64013
"G0500630","1860","Arkansas","050","Independence","0630","Independence","42","630",51769,183946,1695951,107267
"G0500650","1860","Arkansas","050","Izard","0650","Izard","42","650",28945,148932,750076,32496
"G0500670","1860","Arkansas","050","Jackson","0670","Jackson","42","670",40597,108028,2063231,93719
"G0500690","1860","Arkansas","050","Jefferson","0690","Jefferson","42","690",65387,230833,6952596,276942
"G0500710","1860","Arkansas","050","Johnson","0710","Johnson","42","710",32569,118875,947405,155482
"G0500730","1860","Arkansas","050","Lafayette","0730","Lafayette","42","730",47390,137965,2356283,70945
"G0500750","1860","Arkansas","050","Lawrence","0750","Lawrence","42","750",44795,177199,1089470,72614
"G0500870","1860","Arkansas","050","Madison","0870","Madison","42","870",34558,63187,757783,59917
"G0500890","1860","Arkansas","050","Marion","0890","Marion","42","890",19436,55205,462956,33379
"G0500930","1860","Arkansas","050","Mississippi","0930","Mississippi","42","930",17584,165602,1741201,22829
"G0500950","1860","Arkansas","050","Monroe","0950","Monroe","42","950",25284,94343,1458212,54438
"G0500970","1860","Arkansas","050","Montgomery","0970","Montgomery","42","970",15703,18019,294250,30635
"G0501010","1860","Arkansas","050","Newton","1010","Newton","42","1010",11597,19351,190491,17202
"G0501030","1860","Arkansas","050","Ouachita","1030","Ouachita","42","1030",74000,269631,1988237,102852
"G0501050","1860","Arkansas","050","Perry","1050","Perry","42","1050",8735,42974,422441,24518
"G0501070","1860","Arkansas","050","Phillips","1070","Phillips","42","1070",83737,276374,8037268,169685
"G0501090","1860","Arkansas","050","Pike","1090","Pike","42","1090",14289,63605,439436,35032
"G0501110","1860","Arkansas","050","Poinsett","1110","Poinsett","42","1110",15478,75632,912217,40279
"G0501130","1860","Arkansas","050","Polk","1130","Polk","42","1130",13807,19342,297360,28554
"G0501150","1860","Arkansas","050","Pope","1150","Pope","42","1150",35577,80279,1032383,67086
"G0501170","1860","Arkansas","050","Prairie","1170","Prairie","42","1170",35704,163185,2051830,53992
"G0501190","1860","Arkansas","050","Pulaski","1190","Pulaski","42","1190",35926,148520,3361692,105600
"G0501210","1860","Arkansas","050","Randolph","1210","Randolph","42","1210",22517,136927,711021,24187
"G0501230","1860","Arkansas","050","St Francis","1230","St Francis","42","1230",38730,193000,2498918,82091
"G0501250","1860","Arkansas","050","Saline","1250","Saline","42","1250",28629,123368,690206,54153
"G0501270","1860","Arkansas","050","Scott","1270","Scott","42","1270",18871,69230,520782,41763
"G0501290","1860","Arkansas","050","Searcy","1290","Searcy","42","1290",18765,29550,318198,26610
"G0501310","1860","Arkansas","050","Sebastian","1310","Sebastian","42","1310",25767,120407,956068,49509
"G0501330","1860","Arkansas","050","Sevier","1330","Sevier","42","1330",49910,236511,2284692,107022
"G0501390","1860","Arkansas","050","Union","1390","Union","42","1390",101424,306557,2089904,136719
"G0501410","1860","Arkansas","050","Van Buren","1410","Van Buren","42","1410",15759,84711,506147,34006
"G0501430","1860","Arkansas","050","Washington","1430","Washington","42","1430",59379,174803,2010927,123783
"G0501450","1860","Arkansas","050","White","1450","White","42","1450",30692,134117,1193912,30814
"G0501490","1860","Arkansas","050","Yell","1490","Yell","42","1490",27427,134097,1201951,19692
"G0600010","1860","California","060","Alameda","0010","Alameda","71","10",82169,158746,4247430,173254
"G0600050","1860","California","060","Amador","0050","Amador","71","50",35556,51273,989045,51907
"G0600070","1860","California","060","Butte","0070","Butte","71","70",58654,116401,1157980,53775
"G0600090","1860","California","060","Calaveras","0090","Calaveras","71","90",30213,53448,491065,35197
"G0600110","1860","California","060","Colusa","0110","Colusa","71","110",89704,84960,878240,36480
"G0600130","1860","California","060","Contra Costa","0130","Contra Costa","71","130",84120,121716,1888659,114529
"G0600150","1860","California","060","Del Norte","0150","Del Norte","71","150",9670,10159,250500,26970
"G0600170","1860","California","060","El Dorado","0170","El Dorado","71","170",86233,19259,943120,1055
"G0600190","1860","California","060","Fresno","0190","Fresno","71","190",3770,19431,118140,5940
"G0600230","1860","California","060","Humboldt","0230","Humboldt","71","230",5324,23705,324976,19760
"G0600315","1860","California","060","Klamath","0315","Klamath","71","315",2849,280,104800,4150
"G0600370","1860","California","060","Los Angeles","0370","Los Angeles","71","370",20600,1012370,1621375,44865
"G0600410","1860","California","060","Marin","0410","Marin","71","410",48294,102136,758339,34876
"G0600430","1860","California","060","Mariposa","0430","Mariposa","71","430",8145,24696,176060,17370
"G0600450","1860","California","060","Mendocino","0450","Mendocino","71","450",92729,5445,523195,39622
"G0600470","1860","California","060","Merced","0470","Merced","71","470",20299,42600,326830,25620
"G0600530","1860","California","060","Monterey","0530","Monterey","71","530",89091,687036,1153970,41115
"G0600550","1860","California","060","Napa","0550","Napa","71","550",101683,94791,2650095,118740
"G0600570","1860","California","060","Nevada","0570","Nevada","71","570",8144,52464,304250,19691
"G0600610","1860","California","060","Placer","0610","Placer","71","610",26766,63523,565165,30976
"G0600630","1860","California","060","Plumas","0630","Plumas","71","630",58335,8795,481000,29180
"G0600670","1860","California","060","Sacramento","0670","Sacramento","71","670",218396,113794,3470000,161182
"G0600710","1860","California","060","San Bernardino","0710","San Bernardino","71","710",8219,128874,280137,17981
"G0600730","1860","California","060","San Diego","0730","San Diego","71","730",4143,499863,269800,24450
"G0600750","1860","California","060","San Francisco","0750","San Francisco","71","750",7181,2110,519900,8000
"G0600770","1860","California","060","San Joaquin","0770","San Joaquin","71","770",204178,154913,2327097,194859
"G0600790","1860","California","060","San Luis Obispo","0790","San Luis Obispo","71","790",3713,310447,582700,12271
"G0600810","1860","California","060","San Mateo","0810","San Mateo","71","810",44107,125833,1907697,78057
"G0600830","1860","California","060","Santa Barbara","0830","Santa Barbara","71","830",3990,1179476,957660,10650
"G0600850","1860","California","060","Santa Clara","0850","Santa Clara","71","850",62333,104215,2962410,167330
"G0600870","1860","California","060","Santa Cruz","0870","Santa Cruz","71","870",83423,47595,887223,51498
"G0600890","1860","California","060","Shasta","0890","Shasta","71","890",24964,53079,396455,29985
"G0600910","1860","California","060","Sierra","0910","Sierra","71","910",418,7012,94800,610
"G0600930","1860","California","060","Siskiyou","0930","Siskiyou","71","930",57870,21461,875730,68862
"G0600950","1860","California","060","Solano","0950","Solano","71","950",162220,71528,2529460,106000
"G0600970","1860","California","060","Sonoma","0970","Sonoma","71","970",198768,80453,2989110,138857
"G0600990","1860","California","060","Stanislaus","0990","Stanislaus","71","990",37952,36023,456460,35051
"G0601010","1860","California","060","Sutter","1010","Sutter","71","1010",104509,63496,1256510,103366
"G0601030","1860","California","060","Tehama","1030","Tehama","71","1030",46887,111388,946343,96053
"G0601050","1860","California","060","Trinity","1050","Trinity","71","1050",4876,16021,218760,12005
"G0601070","1860","California","060","Tulare","1070","Tulare","71","1070",20313,85288,372835,32763
"G0601090","1860","California","060","Tuolumne","1090","Tuolumne","71","1090",17265,40167,475260,28565
"G0601130","1860","California","060","Yolo","1130","Yolo","71","1130",144903,181375,2209273,165949
"G0601150","1860","California","060","Yuba","1150","Yuba","71","1150",45058,74355,1786950,89090
"G0900010","1860","Connecticut","090","Fairfield","0010","Fairfield","1","10",230692,68321,15944882,310222
"G0900030","1860","Connecticut","090","Hartford","0030","Hartford","1","30",290219,94496,19863632,553633
"G0900050","1860","Connecticut","090","Litchfield","0050","Litchfield","1","50",330669,131941,14414234,365183
"G0900070","1860","Connecticut","090","Middlesex","0070","Middlesex","1","70",144104,56533,5730601,139714
"G0900090","1860","Connecticut","090","New Haven","0090","New Haven","1","90",241652,95327,13973306,347517
"G0900110","1860","Connecticut","090","New London","0110","New London","1","110",233857,88804,9464882,250818
"G0900130","1860","Connecticut","090","Tolland","0130","Tolland","1","130",119992,55235,3826376,153377
"G0900150","1860","Connecticut","090","Windham","0150","Windham","1","150",239622,82799,7612095,219017
"G1000010","1860","Delaware","100","Kent","0010","Kent","11","10",204925,104657,8778258,223222
"G1000030","1860","Delaware","100","New Castle","0030","New Castle","11","30",190456,44215,16633176,433003
"G1000050","1860","Delaware","100","Sussex","0050","Sussex","11","50",241684,218358,6014923,161658
"G1100010","1860","District Of Columbia","110","District Of Columbia","0010","District Of Columbia","98","10",17474,16789,2989267,54408
"G1200010","1860","Florida","120","Alachua","0010","Alachua","43","10",37326,153775,1403602,87924
"G1200090","1860","Florida","120","Brevard","0090","Brevard","43","90",340,1887,23340,440
"G1200130","1860","Florida","120","Calhoun","0130","Calhoun","43","130",6001,25341,218540,17650
"G1200190","1860","Florida","120","Clay","0190","Clay","43","190",4747,18625,126880,9222
"G1200230","1860","Florida","120","Columbia","0230","Columbia","43","230",26196,107621,612492,35901
"G1200250","1860","Florida","120","Dade","0250","Dade","43","250",,,,
"G1200310","1860","Florida","120","Duval","0310","Duval","43","310",4432,49516,220317,11490
"G1200330","1860","Florida","120","Escambia","0330","Escambia","43","330",890,6976,28875,936
"G1200370","1860","Florida","120","Franklin","0370","Franklin","43","370",68,193,5000,650
"G1200390","1860","Florida","120","Gadsden","0390","Gadsden","43","390",67235,187125,1417050,155450
"G1200470","1860","Florida","120","Hamilton","0470","Hamilton","43","470",2511,79059,441993,17068
"G1200530","1860","Florida","120","Hernando","0530","Hernando","43","530",,,,
"G1200570","1860","Florida","120","Hillsborough","0570","Hillsborough","43","570",6682,24285,178670,11031
"G1200590","1860","Florida","120","Holmes","0590","Holmes","43","590",5251,11959,62753,5856
"G1200630","1860","Florida","120","Jackson","0630","Jackson","43","630",75812,149989,1366189,54780
"G1200650","1860","Florida","120","Jefferson","0650","Jefferson","43","650",69705,199466,1646074,88293
"G1200670","1860","Florida","120","Lafayette","0670","Lafayette","43","670",6500,22660,179090,6544
"G1200730","1860","Florida","120","Leon","0730","Leon","43","730",110609,532222,2482211,94363
"G1200750","1860","Florida","120","Levy","0750","Levy","43","750",7773,20813,84017,3518
"G1200770","1860","Florida","120","Liberty","0770","Liberty","43","770",7714,54688,373940,7336
"G1200790","1860","Florida","120","Madison","0790","Madison","43","790",59328,137404,1460002,64319
"G1200810","1860","Florida","120","Manatee","0810","Manatee","43","810",2261,5602,97095,6512
"G1200830","1860","Florida","120","Marion","0830","Marion","43","830",54546,129376,1887115,83790
"G1200870","1860","Florida","120","Monroe","0870","Monroe","43","870",65,17,11300,95
"G1200890","1860","Florida","120","Nassau","0890","Nassau","43","890",4833,26840,145455,5832
"G1200895","1860","Florida","120","New River","0895","New River","43","70",15147,52088,365049,26250
"G1200950","1860","Florida","120","Orange","0950","Orange","43","950",2768,9435,90555,8681
"G1201070","1860","Florida","120","Putnam","1070","Putnam","43","1070",7441,21270,210800,19139
"G1201090","1860","Florida","120","St Johns","1090","St Johns","43","1090",1504,14172,69530,5770
"G1201130","1860","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",2281,4215,23285,768
"G1201190","1860","Florida","120","Sumter","1190","Sumter","43","1190",4950,15342,199873,2302
"G1201210","1860","Florida","120","Suwannee","1210","Suwannee","43","1210",15008,40190,300207,16139
"G1201230","1860","Florida","120","Taylor","1230","Taylor","43","1230",5072,15082,75625,4590
"G1201270","1860","Florida","120","Volusia","1270","Volusia","43","1270",3008,11642,99810,9672
"G1201290","1860","Florida","120","Wakulla","1290","Wakulla","43","1290",15283,97931,287339,14506
"G1201310","1860","Florida","120","Walton","1310","Walton","43","1310",9681,24625,154671,12052
"G1201330","1860","Florida","120","Washington","1330","Washington","43","1330",11245,14584,86983,11800
"G1300010","1860","Georgia","130","Appling","0010","Appling","44","10",20225,362957,364901,27679
"G1300070","1860","Georgia","130","Baker","0070","Baker","44","70",57385,105220,1666965,40439
"G1300090","1860","Georgia","130","Baldwin","0090","Baldwin","44","90",43982,115844,1110163,52502
"G1300110","1860","Georgia","130","Banks","0110","Banks","44","110",32225,96250,248484,21841
"G1300190","1860","Georgia","130","Berrien","0190","Berrien","44","190",15792,218960,474950,16044
"G1300210","1860","Georgia","130","Bibb","0210","Bibb","44","210",59822,87508,1414050,45506
"G1300270","1860","Georgia","130","Brooks","0270","Brooks","44","270",50274,216662,1486140,88994
"G1300290","1860","Georgia","130","Bryan","0290","Bryan","44","290",17343,155067,524561,31524
"G1300310","1860","Georgia","130","Bulloch","0310","Bulloch","44","310",41143,480225,908337,43555
"G1300330","1860","Georgia","130","Burke","0330","Burke","44","330",250814,309507,4034000,93565
"G1300350","1860","Georgia","130","Butts","0350","Butts","44","350",65432,56673,932303,52202
"G1300370","1860","Georgia","130","Calhoun","0370","Calhoun","44","370",41908,96526,1028452,33962
"G1300390","1860","Georgia","130","Camden","0390","Camden","44","390",19448,162552,901520,61031
"G1300395","1860","Georgia","130","Campbell","0395","Campbell","44","410",50937,125248,1255086,54776
"G1300450","1860","Georgia","130","Carroll","0450","Carroll","44","450",58042,154199,1351973,52450
"G1300455","1860","Georgia","130","Cass","0455","Cass","44","150",65582,166173,2257227,81820
"G1300470","1860","Georgia","130","Catoosa","0470","Catoosa","44","470",26471,52250,822780,23895
"G1300490","1860","Georgia","130","Charlton","0490","Charlton","44","490",3111,58587,61955,3844
"G1300510","1860","Georgia","130","Chatham","0510","Chatham","44","510",30990,116146,3216604,60688
"G1300530","1860","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",56861,71070,1027088,35889
"G1300550","1860","Georgia","130","Chattooga","0550","Chattooga","44","550",41953,89842,522273,50083
"G1300570","1860","Georgia","130","Cherokee","0570","Cherokee","44","570",54894,124759,1358284,46279
"G1300590","1860","Georgia","130","Clarke","0590","Clarke","44","590",60544,110924,1049806,44518
"G1300610","1860","Georgia","130","Clay","0610","Clay","44","610",38474,79419,762111,32632
"G1300630","1860","Georgia","130","Clayton","0630","Clayton","44","630",34883,52628,660807,32751
"G1300650","1860","Georgia","130","Clinch","0650","Clinch","44","650",11602,154393,368176,13963
"G1300670","1860","Georgia","130","Cobb","0670","Cobb","44","670",63385,113232,1533869,83757
"G1300690","1860","Georgia","130","Coffee","0690","Coffee","44","690",12420,250162,273622,15576
"G1300710","1860","Georgia","130","Colquitt","0710","Colquitt","44","710",7837,67912,137187,4660
"G1300730","1860","Georgia","130","Columbia","0730","Columbia","44","730",94939,204416,2104579,157512
"G1300770","1860","Georgia","130","Coweta","0770","Coweta","44","770",138909,153486,2613497,106079
"G1300790","1860","Georgia","130","Crawford","0790","Crawford","44","790",82587,98073,1232668,54185
"G1300830","1860","Georgia","130","Dade","0830","Dade","44","830",15049,40734,415160,15200
"G1300850","1860","Georgia","130","Dawson","0850","Dawson","44","850",20507,88020,397507,20151
"G1300870","1860","Georgia","130","Decatur","0870","Decatur","44","870",78664,339237,2205996,131318
"G1300890","1860","Georgia","130","DeKalb","0890","De Kalb","44","890",53006,91517,929906,48711
"G1300930","1860","Georgia","130","Dooly","0930","Dooly","44","930",85593,285249,1657347,32899
"G1300950","1860","Georgia","130","Dougherty","0950","Dougherty","44","950",91427,99048,2995923,62672
"G1300990","1860","Georgia","130","Early","0990","Early","44","990",56047,133336,1544969,154170
"G1301010","1860","Georgia","130","Echols","1010","Echols","44","1010",7185,48699,205971,13037
"G1301030","1860","Georgia","130","Effingham","1030","Effingham","44","1030",27893,206716,696413,28694
"G1301050","1860","Georgia","130","Elbert","1050","Elbert","44","1050",74859,217182,1901904,76633
"G1301070","1860","Georgia","130","Emanuel","1070","Emanuel","44","1070",38164,468193,238396,23150
"G1301110","1860","Georgia","130","Fannin","1110","Fannin","44","1110",15910,68140,366968,13828
"G1301130","1860","Georgia","130","Fayette","1130","Fayette","44","1130",57141,107475,1069610,44683
"G1301150","1860","Georgia","130","Floyd","1150","Floyd","44","1150",76249,218474,2593322,150403
"G1301170","1860","Georgia","130","Forsyth","1170","Forsyth","44","1170",45811,82149,766896,19534
"G1301190","1860","Georgia","130","Franklin","1190","Franklin","44","1190",40238,145726,942449,23226
"G1301210","1860","Georgia","130","Fulton","1210","Fulton","44","1210",20712,69507,723345,25891
"G1301230","1860","Georgia","130","Gilmer","1230","Gilmer","44","1230",28030,110494,520111,22559
"G1301250","1860","Georgia","130","Glascock","1250","Glascock","44","1250",24507,47390,345665,15244
"G1301270","1860","Georgia","130","Glynn","1270","Glynn","44","1270",17810,90507,614582,46920
"G1301290","1860","Georgia","130","Gordon","1290","Gordon","44","1290",62208,113670,2004875,73089
"G1301330","1860","Georgia","130","Greene","1330","Greene","44","1330",120165,161712,1855185,108946
"G1301350","1860","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",64755,164166,1116021,59876
"G1301370","1860","Georgia","130","Habersham","1370","Habersham","44","1370",32190,185764,725983,33655
"G1301390","1860","Georgia","130","Hall","1390","Hall","44","1390",54535,174332,948172,46195
"G1301410","1860","Georgia","130","Hancock","1410","Hancock","44","1410",111205,216462,2179578,79662
"G1301430","1860","Georgia","130","Haralson","1430","Haralson","44","1430",14047,60749,314653,24638
"G1301450","1860","Georgia","130","Harris","1450","Harris","44","1450",156685,139404,1946175,75789
"G1301470","1860","Georgia","130","Hart","1470","Hart","44","1470",34892,102863,738093,49131
"G1301490","1860","Georgia","130","Heard","1490","Heard","44","1490",60765,117298,1143428,24288
"G1301510","1860","Georgia","130","Henry","1510","Henry","44","1510",105882,119928,1634542,70189
"G1301530","1860","Georgia","130","Houston","1530","Houston","44","1530",184132,186487,3524197,91404
"G1301550","1860","Georgia","130","Irwin","1550","Irwin","44","1550",9322,128508,142475,9615
"G1301570","1860","Georgia","130","Jackson","1570","Jackson","44","1570",56645,170578,1256652,60657
"G1301590","1860","Georgia","130","Jasper","1590","Jasper","44","1590",148919,88208,1513478,65243
"G1301630","1860","Georgia","130","Jefferson","1630","Jefferson","44","1630",125328,227803,1845175,82653
"G1301670","1860","Georgia","130","Johnson","1670","Johnson","44","1670",27178,144213,515880,18057
"G1301690","1860","Georgia","130","Jones","1690","Jones","44","1690",173149,96757,1607323,40990
"G1301750","1860","Georgia","130","Laurens","1750","Laurens","44","1750",60856,241728,1616319,36692
"G1301770","1860","Georgia","130","Lee","1770","Lee","44","1770",85840,113172,2140429,82433
"G1301790","1860","Georgia","130","Liberty","1790","Liberty","44","1790",46874,358319,617592,51131
"G1301810","1860","Georgia","130","Lincoln","1810","Lincoln","44","1810",67105,74053,782140,41203
"G1301850","1860","Georgia","130","Lowndes","1850","Lowndes","44","1850",34418,255625,1258205,44110
"G1301870","1860","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",17506,69552,331295,18150
"G1301910","1860","Georgia","130","McIntosh","1910","Mcintosh","44","1910",20037,107574,892061,68476
"G1301930","1860","Georgia","130","Macon","1930","Macon","44","1930",88353,108176,1680768,51624
"G1301950","1860","Georgia","130","Madison","1950","Madison","44","1950",49533,136506,758797,76561
"G1301970","1860","Georgia","130","Marion","1970","Marion","44","1970",66553,85345,1140302,59087
"G1301990","1860","Georgia","130","Meriwether","1990","Meriwether","44","1990",162609,144479,2432794,152066
"G1302010","1860","Georgia","130","Miller","2010","Miller","44","2010",10607,49220,314595,11768
"G1302015","1860","Georgia","130","Milton","2015","Milton","44","2030",27361,41460,327085,14558
"G1302050","1860","Georgia","130","Mitchell","2050","Mitchell","44","2050",26699,83523,819057,34007
"G1302070","1860","Georgia","130","Monroe","2070","Monroe","44","2070",194067,120433,3153690,132542
"G1302090","1860","Georgia","130","Montgomery","2090","Montgomery","44","2090",21696,331095,389038,18981
"G1302110","1860","Georgia","130","Morgan","2110","Morgan","44","2110",135426,78113,1394573,62980
"G1302130","1860","Georgia","130","Murray","2130","Murray","44","2130",37430,90593,1254805,33358
"G1302150","1860","Georgia","130","Muscogee","2150","Muscogee","44","2150",69063,74938,1514052,96334
"G1302170","1860","Georgia","130","Newton","2170","Newton","44","2170",130279,127564,1885836,92871
"G1302210","1860","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",88330,176483,1766381,74107
"G1302230","1860","Georgia","130","Paulding","2230","Paulding","44","2230",31684,60864,671708,28822
"G1302270","1860","Georgia","130","Pickens","2270","Pickens","44","2270",17428,72960,384292,22457
"G1302290","1860","Georgia","130","Pierce","2290","Pierce","44","2290",7668,134299,208710,7479
"G1302310","1860","Georgia","130","Pike","2310","Pike","44","2310",88912,106457,1485948,60594
"G1302330","1860","Georgia","130","Polk","2330","Polk","44","2330",42434,76226,1331713,49640
"G1302350","1860","Georgia","130","Pulaski","2350","Pulaski","44","2350",65519,255686,1485870,76617
"G1302370","1860","Georgia","130","Putnam","2370","Putnam","44","2370",128004,97272,1663088,109961
"G1302390","1860","Georgia","130","Quitman","2390","Quitman","44","2390",31015,48469,574730,20488
"G1302410","1860","Georgia","130","Rabun","2410","Rabun","44","2410",14366,125106,274926,15422
"G1302430","1860","Georgia","130","Randolph","2430","Randolph","44","2430",80854,131360,1443698,78879
"G1302450","1860","Georgia","130","Richmond","2450","Richmond","44","2450",51313,159272,2105079,62911
"G1302490","1860","Georgia","130","Schley","2490","Schley","44","2490",44383,58735,737130,31130
"G1302510","1860","Georgia","130","Screven","2510","Screven","44","2510",77210,330053,1444732,73653
