GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADQ001,ADZ001,AD9001,AE6001,AE6002,AE6003
"G2900990","1850","Missouri","290","Jefferson","0990","Jefferson","34","990",6928,0,0,6407,9,512
"G2901010","1850","Missouri","290","Johnson","1010","Johnson","34","1010",7464,0,0,6573,12,879
"G2901030","1850","Missouri","290","Knox","1030","Knox","34","1030",2894,0,0,2626,2,266
"G2901050","1850","Missouri","290","Laclede","1050","Laclede","34","1050",2498,0,0,2357,1,140
"G2901070","1850","Missouri","290","Lafayette","1070","Lafayette","34","1070",13690,2698,0,9005,70,4615
"G2901090","1850","Missouri","290","Lawrence","1090","Lawrence","34","1090",4859,0,0,4608,3,248
"G2901110","1850","Missouri","290","Lewis","1110","Lewis","34","1110",6578,0,0,5357,15,1206
"G2901130","1850","Missouri","290","Lincoln","1130","Lincoln","34","1130",9421,0,0,7389,5,2027
"G2901150","1850","Missouri","290","Linn","1150","Linn","34","1150",4058,0,0,3679,2,377
"G2901170","1850","Missouri","290","Livingston","1170","Livingston","34","1170",4247,0,0,3933,6,308
"G2901190","1850","Missouri","290","McDonald","1190","Mcdonald","34","1190",2236,0,0,2132,21,83
"G2901210","1850","Missouri","290","Macon","1210","Macon","34","1210",6565,0,0,6262,0,303
"G2901230","1850","Missouri","290","Madison","1230","Madison","34","1230",6003,0,0,5278,29,696
"G2901270","1850","Missouri","290","Marion","1270","Marion","34","1270",12230,0,0,9322,76,2832
"G2901290","1850","Missouri","290","Mercer","1290","Mercer","34","1290",2691,0,0,2671,6,14
"G2901310","1850","Missouri","290","Miller","1310","Miller","34","1310",3834,0,0,3645,0,189
"G2901330","1850","Missouri","290","Mississippi","1330","Mississippi","34","1330",3123,0,0,2373,4,746
"G2901350","1850","Missouri","290","Moniteau","1350","Moniteau","34","1350",6004,0,0,5434,4,566
"G2901370","1850","Missouri","290","Monroe","1370","Monroe","34","1370",10541,0,0,8461,32,2048
"G2901390","1850","Missouri","290","Montgomery","1390","Montgomery","34","1390",5489,0,0,4449,3,1037
"G2901410","1850","Missouri","290","Morgan","1410","Morgan","34","1410",4650,0,0,4192,5,453
"G2901430","1850","Missouri","290","New Madrid","1430","New Madrid","34","1430",5541,0,0,4053,7,1481
"G2901450","1850","Missouri","290","Newton","1450","Newton","34","1450",4268,0,0,4012,15,241
"G2901470","1850","Missouri","290","Nodaway","1470","Nodaway","34","1470",2118,0,0,2048,0,70
"G2901490","1850","Missouri","290","Oregon","1490","Oregon","34","1490",1432,0,0,1392,22,18
"G2901510","1850","Missouri","290","Osage","1510","Osage","34","1510",6704,0,0,6434,0,270
"G2901530","1850","Missouri","290","Ozark","1530","Ozark","34","1530",2294,0,0,2279,0,15
"G2901570","1850","Missouri","290","Perry","1570","Perry","34","1570",7215,0,0,6395,26,794
"G2901590","1850","Missouri","290","Pettis","1590","Pettis","34","1590",5150,0,0,4261,5,884
"G2901630","1850","Missouri","290","Pike","1630","Pike","34","1630",13609,0,0,10299,35,3275
"G2901650","1850","Missouri","290","Platte","1650","Platte","34","1650",16845,0,0,13996,51,2798
"G2901670","1850","Missouri","290","Polk","1670","Polk","34","1670",6186,0,0,5804,13,369
"G2901690","1850","Missouri","290","Pulaski","1690","Pulaski","34","1690",3998,0,0,3885,0,113
"G2901710","1850","Missouri","290","Putnam","1710","Putnam","34","1710",1636,0,0,1617,0,19
"G2901730","1850","Missouri","290","Ralls","1730","Ralls","34","1730",6151,0,0,4775,8,1368
"G2901750","1850","Missouri","290","Randolph","1750","Randolph","34","1750",9439,0,0,7262,21,2156
"G2901770","1850","Missouri","290","Ray","1770","Ray","34","1770",10373,0,0,8833,26,1514
"G2901790","1850","Missouri","290","Reynolds","1790","Reynolds","34","1790",1849,0,0,1824,0,25
"G2901810","1850","Missouri","290","Ripley","1810","Ripley","34","1810",2830,0,0,2731,13,86
"G2901830","1850","Missouri","290","St Charles","1830","St Charles","34","1830",11454,0,0,9492,13,1949
"G2901850","1850","Missouri","290","St Clair","1850","St Clair","34","1850",3556,0,0,3107,1,448
"G2901860","1850","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",5313,0,0,4636,61,616
"G2901870","1850","Missouri","290","St Francois","1870","St Francois","34","1870",4964,0,0,4233,51,680
"G2901890","1850","Missouri","290","St Louis","1890","St Louis","34","1890",104978,77860,77860,97541,1470,5967
"G2901950","1850","Missouri","290","Saline","1950","Saline","34","1950",8843,0,0,6105,19,2719
"G2901970","1850","Missouri","290","Schuyler","1970","Schuyler","34","1970",3287,0,0,3230,2,55
"G2901990","1850","Missouri","290","Scotland","1990","Scotland","34","1990",3782,0,0,3631,0,151
"G2902010","1850","Missouri","290","Scott","2010","Scott","34","2010",3182,0,0,2773,16,393
"G2902030","1850","Missouri","290","Shannon","2030","Shannon","34","2030",1199,0,0,1190,0,9
"G2902050","1850","Missouri","290","Shelby","2050","Shelby","34","2050",4253,0,0,3744,11,498
"G2902070","1850","Missouri","290","Stoddard","2070","Stoddard","34","2070",4277,0,0,4221,6,50
"G2902110","1850","Missouri","290","Sullivan","2110","Sullivan","34","2110",2983,0,0,2895,0,88
"G2902130","1850","Missouri","290","Taney","2130","Taney","34","2130",4373,0,0,4274,0,99
"G2902150","1850","Missouri","290","Texas","2150","Texas","34","2150",2312,0,0,2270,0,42
"G2902190","1850","Missouri","290","Warren","2190","Warren","34","2190",5860,0,0,4921,4,935
"G2902210","1850","Missouri","290","Washington","2210","Washington","34","2210",8811,0,0,7713,23,1075
"G2902230","1850","Missouri","290","Wayne","2230","Wayne","34","2230",4518,0,0,4152,6,360
"G2902290","1850","Missouri","290","Wright","2290","Wright","34","2290",3387,0,0,3305,0,82
"G3300010","1850","New Hampshire","330","Belknap","0010","Belknap","4","10",17721,0,0,17692,29,0
"G3300030","1850","New Hampshire","330","Carroll","0030","Carroll","4","30",20157,0,0,20155,2,0
"G3300050","1850","New Hampshire","330","Cheshire","0050","Cheshire","4","50",30144,0,0,30116,28,0
"G3300070","1850","New Hampshire","330","Coos","0070","Coos","4","70",11853,0,0,11849,4,0
"G3300090","1850","New Hampshire","330","Grafton","0090","Grafton","4","90",42343,0,0,42316,27,0
"G3300110","1850","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",57478,22874,0,57359,119,0
"G3300130","1850","New Hampshire","330","Merrimack","0130","Merrimack","4","130",40337,8576,0,40244,93,0
"G3300150","1850","New Hampshire","330","Rockingham","0150","Rockingham","4","150",49194,9738,0,49067,127,0
"G3300170","1850","New Hampshire","330","Strafford","0170","Strafford","4","170",29374,13139,0,29324,50,0
"G3300190","1850","New Hampshire","330","Sullivan","0190","Sullivan","4","190",19375,0,0,19334,41,0
"G3400010","1850","New Jersey","340","Atlantic","0010","Atlantic","12","10",8961,0,0,8743,217,1
"G3400030","1850","New Jersey","340","Bergen","0030","Bergen","12","30",14725,0,0,13060,1624,41
"G3400050","1850","New Jersey","340","Burlington","0050","Burlington","12","50",43203,4536,0,41094,2109,0
"G3400070","1850","New Jersey","340","Camden","0070","Camden","12","70",25422,9479,0,23192,2230,0
"G3400090","1850","New Jersey","340","Cape May","0090","Cape May","12","90",6433,0,0,6186,247,0
"G3400110","1850","New Jersey","340","Cumberland","0110","Cumberland","12","110",17189,0,0,16059,1130,0
"G3400130","1850","New Jersey","340","Essex","0130","Essex","12","130",73950,44477,38894,71616,2328,6
"G3400150","1850","New Jersey","340","Gloucester","0150","Gloucester","12","150",14655,0,0,14035,620,0
"G3400170","1850","New Jersey","340","Hudson","0170","Hudson","12","170",21822,6856,0,21319,500,3
"G3400190","1850","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",28990,0,0,28173,808,9
"G3400210","1850","New Jersey","340","Mercer","0210","Mercer","12","210",27992,6461,0,25950,2036,6
"G3400230","1850","New Jersey","340","Middlesex","0230","Middlesex","12","230",28635,0,0,27255,1369,11
"G3400250","1850","New Jersey","340","Monmouth","0250","Monmouth","12","250",30313,0,0,27915,2323,75
"G3400270","1850","New Jersey","340","Morris","0270","Morris","12","270",30158,0,0,29131,1008,19
"G3400290","1850","New Jersey","340","Ocean","0290","Ocean","12","290",10032,0,0,9892,140,0
"G3400310","1850","New Jersey","340","Passaic","0310","Passaic","12","310",22569,11334,0,21923,615,31
"G3400330","1850","New Jersey","340","Salem","0330","Salem","12","330",19467,3052,0,17392,2075,0
"G3400350","1850","New Jersey","340","Somerset","0350","Somerset","12","350",19692,0,0,17950,1711,31
"G3400370","1850","New Jersey","340","Sussex","0370","Sussex","12","370",22989,0,0,22648,340,1
"G3400410","1850","New Jersey","340","Warren","0410","Warren","12","410",22358,0,0,21976,380,2
"G3550035","1850","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",7751,0,0,7749,2,0
"G3550315","1850","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",10668,0,0,10667,1,0
"G3550395","1850","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",7074,0,0,7070,4,0
"G3550415","1850","New Mexico Territory","355","Santa Anna","0415","Santa Anna","66","475",4645,0,0,4644,1,0
"G3550435","1850","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",7713,4539,0,7699,14,0
"G3550495","1850","New Mexico Territory","355","Taos","0495","Taos","66","550",9507,0,0,9507,0,0
"G3550555","1850","New Mexico Territory","355","Valencia","0555","Valencia","66","610",14189,0,0,14189,0,0
"G3600010","1850","New York","360","Albany","0010","Albany","13","10",93279,62556,50763,92085,1194,0
"G3600030","1850","New York","360","Allegany","0030","Allegany","13","30",37808,0,0,37680,128,0
"G3600070","1850","New York","360","Broome","0070","Broome","13","70",30660,0,0,30229,431,0
"G3600090","1850","New York","360","Cattaraugus","0090","Cattaraugus","13","90",38950,0,0,38848,102,0
"G3600110","1850","New York","360","Cayuga","0110","Cayuga","13","110",55458,9548,0,54915,543,0
"G3600130","1850","New York","360","Chautauqua","0130","Chautauqua","13","130",50493,0,0,50353,140,0
"G3600150","1850","New York","360","Chemung","0150","Chemung","13","150",28821,0,0,28535,286,0
"G3600170","1850","New York","360","Chenango","0170","Chenango","13","170",40311,0,0,40047,264,0
"G3600190","1850","New York","360","Clinton","0190","Clinton","13","190",40047,0,0,39935,112,0
"G3600210","1850","New York","360","Columbia","0210","Columbia","13","210",43073,6286,0,41761,1312,0
"G3600230","1850","New York","360","Cortland","0230","Cortland","13","230",25140,0,0,25098,42,0
"G3600250","1850","New York","360","Delaware","0250","Delaware","13","250",39834,0,0,39633,201,0
"G3600270","1850","New York","360","Dutchess","0270","Dutchess","13","270",58992,11511,0,57022,1970,0
"G3600290","1850","New York","360","Erie","0290","Erie","13","290",100993,42261,42261,100168,825,0
"G3600310","1850","New York","360","Essex","0310","Essex","13","310",31148,0,0,31098,50,0
"G3600330","1850","New York","360","Franklin","0330","Franklin","13","330",25102,0,0,25040,62,0
"G3600350","1850","New York","360","Fulton","0350","Fulton","13","350",20171,0,0,20069,102,0
"G3600370","1850","New York","360","Genesee","0370","Genesee","13","370",28488,0,0,28411,77,0
"G3600390","1850","New York","360","Greene","0390","Greene","13","390",33126,0,0,32231,895,0
"G3600410","1850","New York","360","Hamilton","0410","Hamilton","13","410",2188,0,0,2186,2,0
"G3600430","1850","New York","360","Herkimer","0430","Herkimer","13","430",38244,0,0,38041,203,0
"G3600450","1850","New York","360","Jefferson","0450","Jefferson","13","450",68153,0,0,67962,191,0
"G3600470","1850","New York","360","Kings","0470","Kings","13","470",138882,127618,127618,134817,4065,0
"G3600490","1850","New York","360","Lewis","0490","Lewis","13","490",24564,0,0,24522,42,0
"G3600510","1850","New York","360","Livingston","0510","Livingston","13","510",40875,0,0,40666,209,0
"G3600530","1850","New York","360","Madison","0530","Madison","13","530",43072,0,0,42774,298,0
"G3600550","1850","New York","360","Monroe","0550","Monroe","13","550",87650,36403,36403,86951,699,0
"G3600570","1850","New York","360","Montgomery","0570","Montgomery","13","570",31992,0,0,31518,474,0
"G3600610","1850","New York","360","New York","0610","New York","13","610",515547,515547,515547,501732,13815,0
"G3600630","1850","New York","360","Niagara","0630","Niagara","13","630",42276,0,0,41959,317,0
"G3600650","1850","New York","360","Oneida","0650","Oneida","13","650",99566,17565,0,98894,672,0
"G3600670","1850","New York","360","Onondaga","0670","Onondaga","13","670",85890,22271,0,85277,613,0
"G3600690","1850","New York","360","Ontario","0690","Ontario","13","690",43929,0,0,43319,610,0
"G3600710","1850","New York","360","Orange","0710","Orange","13","710",57145,0,0,54681,2464,0
"G3600730","1850","New York","360","Orleans","0730","Orleans","13","730",28501,0,0,28393,108,0
"G3600750","1850","New York","360","Oswego","0750","Oswego","13","750",62198,12205,0,61983,215,0
"G3600770","1850","New York","360","Otsego","0770","Otsego","13","770",48638,0,0,48463,175,0
"G3600790","1850","New York","360","Putnam","0790","Putnam","13","790",14138,0,0,14000,138,0
"G3600810","1850","New York","360","Queens","0810","Queens","13","810",36833,0,0,33382,3451,0
"G3600830","1850","New York","360","Rensselaer","0830","Rensselaer","13","830",73363,28785,28785,72344,1019,0
"G3600850","1850","New York","360","Richmond","0850","Richmond","13","850",15061,0,0,14471,590,0
"G3600870","1850","New York","360","Rockland","0870","Rockland","13","870",16962,0,0,16366,596,0
"G3600890","1850","New York","360","St Lawrence","0890","St Lawrence","13","890",68617,0,0,68578,39,0
"G3600910","1850","New York","360","Saratoga","0910","Saratoga","13","910",45646,0,0,45028,618,0
"G3600930","1850","New York","360","Schenectady","0930","Schenectady","13","930",20054,8921,0,19666,388,0
"G3600950","1850","New York","360","Schoharie","0950","Schoharie","13","950",33548,0,0,33070,478,0
"G3600990","1850","New York","360","Seneca","0990","Seneca","13","990",25441,0,0,25260,181,0
"G3601010","1850","New York","360","Steuben","1010","Steuben","13","1010",63771,0,0,63400,371,0
"G3601030","1850","New York","360","Suffolk","1030","Suffolk","13","1030",36922,0,0,34805,2117,0
"G3601050","1850","New York","360","Sullivan","1050","Sullivan","13","1050",25088,0,0,24988,100,0
"G3601070","1850","New York","360","Tioga","1070","Tioga","13","1070",24880,0,0,24683,197,0
"G3601090","1850","New York","360","Tompkins","1090","Tompkins","13","1090",38746,0,0,38421,325,0
"G3601110","1850","New York","360","Ulster","1110","Ulster","13","1110",59384,0,0,57799,1585,0
"G3601130","1850","New York","360","Warren","1130","Warren","13","1130",17199,2717,0,17153,46,0
"G3601150","1850","New York","360","Washington","1150","Washington","13","1150",44750,0,0,44400,350,0
"G3601170","1850","New York","360","Wayne","1170","Wayne","13","1170",44953,0,0,44685,268,0
"G3601190","1850","New York","360","Westchester","1190","Westchester","13","1190",58263,0,0,56188,2075,0
"G3601210","1850","New York","360","Wyoming","1210","Wyoming","13","1210",31981,0,0,31917,64,0
"G3601230","1850","New York","360","Yates","1230","Yates","13","1230",20590,0,0,20425,165,0
"G3700010","1850","North Carolina","370","Alamance","0010","Alamance","47","10",11444,0,0,7921,327,3196
"G3700030","1850","North Carolina","370","Alexander","0030","Alexander","47","30",5220,0,0,4653,24,543
"G3700070","1850","North Carolina","370","Anson","0070","Anson","47","70",13489,0,0,6554,103,6832
"G3700090","1850","North Carolina","370","Ashe","0090","Ashe","47","90",8777,0,0,8096,86,595
"G3700130","1850","North Carolina","370","Beaufort","0130","Beaufort","47","130",13816,0,0,7664,903,5249
"G3700150","1850","North Carolina","370","Bertie","0150","Bertie","47","150",12851,0,0,5335,322,7194
"G3700170","1850","North Carolina","370","Bladen","0170","Bladen","47","170",9767,0,0,5049,360,4358
"G3700190","1850","North Carolina","370","Brunswick","0190","Brunswick","47","190",7272,0,0,3651,319,3302
"G3700210","1850","North Carolina","370","Buncombe","0210","Buncombe","47","210",13425,0,0,11601,107,1717
"G3700230","1850","North Carolina","370","Burke","0230","Burke","47","230",7772,0,0,5477,163,2132
"G3700250","1850","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",9747,0,0,6942,120,2685
"G3700270","1850","North Carolina","370","Caldwell","0270","Caldwell","47","270",6317,0,0,5005,109,1203
"G3700290","1850","North Carolina","370","Camden","0290","Camden","47","290",6049,0,0,3565,297,2187
"G3700310","1850","North Carolina","370","Carteret","0310","Carteret","47","310",6939,0,0,5166,150,1623
"G3700330","1850","North Carolina","370","Caswell","0330","Caswell","47","330",15269,0,0,7076,423,7770
"G3700350","1850","North Carolina","370","Catawba","0350","Catawba","47","350",8862,0,0,7275,18,1569
"G3700370","1850","North Carolina","370","Chatham","0370","Chatham","47","370",18449,0,0,12161,303,5985
"G3700390","1850","North Carolina","370","Cherokee","0390","Cherokee","47","390",6838,0,0,6493,8,337
"G3700410","1850","North Carolina","370","Chowan","0410","Chowan","47","410",6721,0,0,2939,109,3673
"G3700450","1850","North Carolina","370","Cleveland","0450","Cleveland","47","450",10396,0,0,8591,58,1747
"G3700470","1850","North Carolina","370","Columbus","0470","Columbus","47","470",5909,0,0,4255,151,1503
"G3700490","1850","North Carolina","370","Craven","0490","Craven","47","490",14709,4681,0,7220,1538,5951
"G3700510","1850","North Carolina","370","Cumberland","0510","Cumberland","47","510",20610,4646,0,12447,946,7217
"G3700530","1850","North Carolina","370","Currituck","0530","Currituck","47","530",7236,0,0,4599,190,2447
"G3700570","1850","North Carolina","370","Davidson","0570","Davidson","47","570",15320,0,0,12137,191,2992
"G3700590","1850","North Carolina","370","Davie","0590","Davie","47","590",7866,0,0,5612,83,2171
"G3700610","1850","North Carolina","370","Duplin","0610","Duplin","47","610",13514,0,0,7162,345,6007
"G3700650","1850","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",17189,0,0,8359,283,8547
"G3700670","1850","North Carolina","370","Forsyth","0670","Forsyth","47","670",11168,0,0,9661,154,1353
"G3700690","1850","North Carolina","370","Franklin","0690","Franklin","47","690",11713,0,0,5643,563,5507
"G3700710","1850","North Carolina","370","Gaston","0710","Gaston","47","710",8073,0,0,5935,26,2112
"G3700730","1850","North Carolina","370","Gates","0730","Gates","47","730",8426,0,0,4159,396,3871
"G3700770","1850","North Carolina","370","Granville","0770","Granville","47","770",21249,0,0,10294,1090,9865
"G3700790","1850","North Carolina","370","Greene","0790","Greene","47","790",6619,0,0,3259,116,3244
"G3700810","1850","North Carolina","370","Guilford","0810","Guilford","47","810",19754,0,0,15874,694,3186
"G3700830","1850","North Carolina","370","Halifax","0830","Halifax","47","830",16589,0,0,5765,1870,8954
"G3700870","1850","North Carolina","370","Haywood","0870","Haywood","47","870",7074,0,0,6641,15,418
"G3700890","1850","North Carolina","370","Henderson","0890","Henderson","47","890",6853,0,0,5892,37,924
"G3700910","1850","North Carolina","370","Hertford","0910","Hertford","47","910",8142,0,0,3553,873,3716
"G3700950","1850","North Carolina","370","Hyde","0950","Hyde","47","950",7636,0,0,4756,253,2627
"G3700970","1850","North Carolina","370","Iredell","0970","Iredell","47","970",14719,0,0,10547,30,4142
"G3701010","1850","North Carolina","370","Johnston","1010","Johnston","47","1010",13726,0,0,8879,184,4663
"G3701030","1850","North Carolina","370","Jones","1030","Jones","47","1030",5038,0,0,2139,142,2757
"G3701070","1850","North Carolina","370","Lenoir","1070","Lenoir","47","1070",7828,0,0,3567,145,4116
"G3701090","1850","North Carolina","370","Lincoln","1090","Lincoln","47","1090",7746,0,0,5655,36,2055
"G3701110","1850","North Carolina","370","McDowell","1110","Mcdowell","47","1110",6246,0,0,4771,213,1262
"G3701130","1850","North Carolina","370","Macon","1130","Macon","47","1130",6389,0,0,5734,106,549
"G3701170","1850","North Carolina","370","Martin","1170","Martin","47","1170",8307,0,0,4617,323,3367
"G3701190","1850","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",13914,0,0,8285,156,5473
"G3701230","1850","North Carolina","370","Montgomery","1230","Montgomery","47","1230",6872,0,0,5055,44,1773
"G3701250","1850","North Carolina","370","Moore","1250","Moore","47","1250",9342,0,0,7196,170,1976
"G3701270","1850","North Carolina","370","Nash","1270","Nash","47","1270",10657,0,0,5972,629,4056
"G3701290","1850","North Carolina","370","New Hanover","1290","New Hanover","47","1290",17668,7264,0,8201,886,8581
"G3701310","1850","North Carolina","370","Northampton","1310","Northampton","47","1310",13335,0,0,5994,830,6511
"G3701330","1850","North Carolina","370","Onslow","1330","Onslow","47","1330",8283,0,0,5003,172,3108
"G3701350","1850","North Carolina","370","Orange","1350","Orange","47","1350",17055,0,0,11330,481,5244
"G3701390","1850","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",8950,0,0,4610,1235,3105
"G3701430","1850","North Carolina","370","Perquimans","1430","Perquimans","47","1430",7332,0,0,3630,450,3252
"G3701450","1850","North Carolina","370","Person","1450","Person","47","1450",10781,0,0,5593,295,4893
"G3701470","1850","North Carolina","370","Pitt","1470","Pitt","47","1470",13397,0,0,6664,100,6633
"G3701510","1850","North Carolina","370","Randolph","1510","Randolph","47","1510",15832,0,0,13787,405,1640
"G3701530","1850","North Carolina","370","Richmond","1530","Richmond","47","1530",9818,0,0,4889,225,4704
"G3701550","1850","North Carolina","370","Robeson","1550","Robeson","47","1550",12826,0,0,7231,1230,4365
"G3701570","1850","North Carolina","370","Rockingham","1570","Rockingham","47","1570",14495,0,0,8747,419,5329
"G3701590","1850","North Carolina","370","Rowan","1590","Rowan","47","1590",13870,0,0,9900,116,3854
"G3701610","1850","North Carolina","370","Rutherford","1610","Rutherford","47","1610",13550,0,0,10425,220,2905
"G3701630","1850","North Carolina","370","Sampson","1630","Sampson","47","1630",14585,0,0,8423,477,5685
"G3701670","1850","North Carolina","370","Stanly","1670","Stanly","47","1670",6922,0,0,5437,49,1436
"G3701690","1850","North Carolina","370","Stokes","1690","Stokes","47","1690",9206,0,0,7264,149,1793
"G3701710","1850","North Carolina","370","Surry","1710","Surry","47","1710",18443,0,0,16159,284,2000
"G3701770","1850","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",5133,0,0,3301,130,1702
"G3701790","1850","North Carolina","370","Union","1790","Union","47","1790",10051,0,0,8018,51,1982
"G3701830","1850","North Carolina","370","Wake","1830","Wake","47","1830",24888,4518,0,14173,1306,9409
"G3701850","1850","North Carolina","370","Warren","1850","Warren","47","1850",13912,0,0,4601,444,8867
"G3701870","1850","North Carolina","370","Washington","1870","Washington","47","1870",5664,0,0,3209,240,2215
"G3701890","1850","North Carolina","370","Watauga","1890","Watauga","47","1890",3400,0,0,3242,29,129
"G3701910","1850","North Carolina","370","Wayne","1910","Wayne","47","1910",13486,0,0,7801,665,5020
"G3701930","1850","North Carolina","370","Wilkes","1930","Wilkes","47","1930",12099,0,0,10733,224,1142
"G3701990","1850","North Carolina","370","Yancey","1990","Yancey","47","1990",8205,0,0,7809,50,346
"G3900010","1850","Ohio","390","Adams","0010","Adams","24","10",18883,0,0,18828,55,0
"G3900030","1850","Ohio","390","Allen","0030","Allen","24","30",12109,0,0,12082,27,0
"G3900050","1850","Ohio","390","Ashland","0050","Ashland","24","50",23813,0,0,23810,3,0
"G3900070","1850","Ohio","390","Ashtabula","0070","Ashtabula","24","70",28767,0,0,28724,43,0
"G3900090","1850","Ohio","390","Athens","0090","Athens","24","90",18215,0,0,18109,106,0
"G3900110","1850","Ohio","390","Auglaize","0110","Auglaize","24","110",11338,0,0,11251,87,0
"G3900130","1850","Ohio","390","Belmont","0130","Belmont","24","130",34600,0,0,33822,778,0
"G3900150","1850","Ohio","390","Brown","0150","Brown","24","150",27332,0,0,26469,863,0
"G3900170","1850","Ohio","390","Butler","0170","Butler","24","170",30789,3210,0,30422,367,0
"G3900190","1850","Ohio","390","Carroll","0190","Carroll","24","190",17685,0,0,17633,52,0
"G3900210","1850","Ohio","390","Champaign","0210","Champaign","24","210",19782,0,0,19288,494,0
"G3900230","1850","Ohio","390","Clark","0230","Clark","24","230",22178,5108,0,21855,323,0
"G3900250","1850","Ohio","390","Clermont","0250","Clermont","24","250",30455,0,0,30043,412,0
"G3900270","1850","Ohio","390","Clinton","0270","Clinton","24","270",18838,0,0,18240,598,0
"G3900290","1850","Ohio","390","Columbiana","0290","Columbiana","24","290",33621,0,0,33439,182,0
"G3900310","1850","Ohio","390","Coshocton","0310","Coshocton","24","310",25674,0,0,25630,44,0
"G3900330","1850","Ohio","390","Crawford","0330","Crawford","24","330",18177,0,0,18167,10,0
"G3900350","1850","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",48099,17034,0,47740,359,0
"G3900370","1850","Ohio","390","Darke","0370","Darke","24","370",20276,0,0,20028,248,0
"G3900390","1850","Ohio","390","Defiance","0390","Defiance","24","390",6966,0,0,6947,19,0
"G3900410","1850","Ohio","390","Delaware","0410","Delaware","24","410",21817,0,0,21682,135,0
"G3900430","1850","Ohio","390","Erie","0430","Erie","24","430",18568,5087,0,18366,202,0
"G3900450","1850","Ohio","390","Fairfield","0450","Fairfield","24","450",30264,3483,0,29984,280,0
"G3900470","1850","Ohio","390","Fayette","0470","Fayette","24","470",12726,0,0,12435,291,0
"G3900490","1850","Ohio","390","Franklin","0490","Franklin","24","490",42909,17882,0,41302,1607,0
"G3900510","1850","Ohio","390","Fulton","0510","Fulton","24","510",7781,0,0,7780,1,0
"G3900530","1850","Ohio","390","Gallia","0530","Gallia","24","530",17063,0,0,15865,1198,0
"G3900550","1850","Ohio","390","Geauga","0550","Geauga","24","550",17827,0,0,17820,7,0
"G3900570","1850","Ohio","390","Greene","0570","Greene","24","570",21946,3024,0,21292,654,0
"G3900590","1850","Ohio","390","Guernsey","0590","Guernsey","24","590",30438,0,0,30270,168,0
"G3900610","1850","Ohio","390","Hamilton","0610","Hamilton","24","610",156844,115435,115435,153244,3600,0
"G3900630","1850","Ohio","390","Hancock","0630","Hancock","24","630",16751,0,0,16725,26,0
"G3900650","1850","Ohio","390","Hardin","0650","Hardin","24","650",8251,0,0,8237,14,0
"G3900670","1850","Ohio","390","Harrison","0670","Harrison","24","670",20157,0,0,19870,287,0
"G3900690","1850","Ohio","390","Henry","0690","Henry","24","690",3434,0,0,3434,0,0
"G3900710","1850","Ohio","390","Highland","0710","Highland","24","710",25781,0,0,24885,896,0
"G3900730","1850","Ohio","390","Hocking","0730","Hocking","24","730",14119,0,0,14002,117,0
"G3900750","1850","Ohio","390","Holmes","0750","Holmes","24","750",20452,0,0,20447,5,0
"G3900770","1850","Ohio","390","Huron","0770","Huron","24","770",26203,0,0,26164,39,0
"G3900790","1850","Ohio","390","Jackson","0790","Jackson","24","790",12719,0,0,12328,391,0
"G3900810","1850","Ohio","390","Jefferson","0810","Jefferson","24","810",29133,6140,0,28468,665,0
"G3900830","1850","Ohio","390","Knox","0830","Knox","24","830",28872,3711,0,28810,62,0
"G3900850","1850","Ohio","390","Lake","0850","Lake","24","850",14654,0,0,14616,38,0
"G3900870","1850","Ohio","390","Lawrence","0870","Lawrence","24","870",15246,0,0,14920,326,0
"G3900890","1850","Ohio","390","Licking","0890","Licking","24","890",38846,3654,0,38718,128,0
"G3900910","1850","Ohio","390","Logan","0910","Logan","24","910",19162,0,0,18626,536,0
"G3900930","1850","Ohio","390","Lorain","0930","Lorain","24","930",26086,0,0,25822,264,0
"G3900950","1850","Ohio","390","Lucas","0950","Lucas","24","950",12363,3829,0,12224,139,0
"G3900970","1850","Ohio","390","Madison","0970","Madison","24","970",10015,0,0,9937,78,0
"G3900990","1850","Ohio","390","Mahoning","0990","Mahoning","24","990",23735,0,0,23645,90,0
"G3901010","1850","Ohio","390","Marion","1010","Marion","24","1010",12618,0,0,12597,21,0
"G3901030","1850","Ohio","390","Medina","1030","Medina","24","1030",24441,0,0,24406,35,0
"G3901050","1850","Ohio","390","Meigs","1050","Meigs","24","1050",17971,0,0,17919,52,0
"G3901070","1850","Ohio","390","Mercer","1070","Mercer","24","1070",7712,0,0,7313,399,0
"G3901090","1850","Ohio","390","Miami","1090","Miami","24","1090",24999,3277,0,24397,602,0
