GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ABN001,ABU001,ABO001,ABO002,ABO003,ABO004,ABO005,ABO006
"G1801230","1830","Indiana","180","Perry","1230","Perry","22","1230",3369,0,1739,1617,0,0,7,6
"G1801250","1830","Indiana","180","Pike","1250","Pike","22","1250",2475,0,1271,1190,0,0,7,7
"G1801290","1830","Indiana","180","Posey","1290","Posey","22","1290",6549,0,3435,3088,0,0,13,13
"G1801330","1830","Indiana","180","Putnam","1330","Putnam","22","1330",8262,0,4291,3965,0,0,3,3
"G1801350","1830","Indiana","180","Randolph","1350","Randolph","22","1350",3912,0,1956,1833,0,0,66,57
"G1801370","1830","Indiana","180","Ripley","1370","Ripley","22","1370",3989,0,2041,1940,0,0,6,2
"G1801390","1830","Indiana","180","Rush","1390","Rush","22","1390",9707,0,4985,4615,0,0,55,52
"G1801410","1830","Indiana","180","St Joseph","1410","St Joseph","22","1410",287,0,161,126,0,0,0,0
"G1801430","1830","Indiana","180","Scott","1430","Scott","22","1430",3092,0,1584,1493,0,0,6,9
"G1801450","1830","Indiana","180","Shelby","1450","Shelby","22","1450",6295,0,3237,3050,0,0,3,5
"G1801470","1830","Indiana","180","Spencer","1470","Spencer","22","1470",3196,0,1676,1506,0,0,8,6
"G1801530","1830","Indiana","180","Sullivan","1530","Sullivan","22","1530",4630,0,2385,2206,0,0,16,23
"G1801550","1830","Indiana","180","Switzerland","1550","Switzerland","22","1550",7028,0,3629,3386,0,0,3,10
"G1801570","1830","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",7187,0,3809,3378,0,0,0,0
"G1801610","1830","Indiana","180","Union","1610","Union","22","1610",7944,0,3995,3872,0,0,39,38
"G1801630","1830","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",2611,0,1328,1235,0,0,21,27
"G1801650","1830","Indiana","180","Vermillion","1650","Vermillion","22","1650",5692,0,3001,2672,0,0,11,8
"G1801670","1830","Indiana","180","Vigo","1670","Vigo","22","1670",5766,0,3025,2618,0,0,62,61
"G1801710","1830","Indiana","180","Warren","1710","Warren","22","1710",2861,0,1514,1347,0,0,0,0
"G1801730","1830","Indiana","180","Warrick","1730","Warrick","22","1730",2877,0,1537,1338,0,1,1,0
"G1801750","1830","Indiana","180","Washington","1750","Washington","22","1750",13064,0,6577,6281,0,0,105,101
"G1801770","1830","Indiana","180","Wayne","1770","Wayne","22","1770",18571,0,9274,8880,0,0,233,184
"G2100010","1830","Kentucky","210","Adair","0010","Adair","51","10",8217,0,3322,3129,836,900,14,16
"G2100030","1830","Kentucky","210","Allen","0030","Allen","51","30",6485,0,2808,2713,438,518,6,2
"G2100050","1830","Kentucky","210","Anderson","0050","Anderson","51","50",4520,0,1822,1696,465,516,11,10
"G2100090","1830","Kentucky","210","Barren","0090","Barren","51","90",15079,0,5876,5440,1856,1879,19,9
"G2100110","1830","Kentucky","210","Bath","0110","Bath","51","110",8799,0,3683,3503,743,839,17,14
"G2100150","1830","Kentucky","210","Boone","0150","Boone","51","150",9075,0,3730,3484,795,1025,24,17
"G2100170","1830","Kentucky","210","Bourbon","0170","Bourbon","51","170",18436,0,5839,5433,3530,3338,133,163
"G2100230","1830","Kentucky","210","Bracken","0230","Bracken","51","230",6518,0,2890,2685,444,389,61,49
"G2100270","1830","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",7345,0,3057,2792,668,812,8,8
"G2100290","1830","Kentucky","210","Bullitt","0290","Bullitt","51","290",5652,0,2270,2233,562,581,4,2
"G2100310","1830","Kentucky","210","Butler","0310","Butler","51","310",3058,0,1316,1285,231,222,2,2
"G2100330","1830","Kentucky","210","Caldwell","0330","Caldwell","51","330",8324,0,3446,3081,889,885,12,11
"G2100350","1830","Kentucky","210","Calloway","0350","Calloway","51","350",5164,0,2487,2245,192,235,1,4
"G2100370","1830","Kentucky","210","Campbell","0370","Campbell","51","370",9883,0,4663,4165,495,538,14,8
"G2100450","1830","Kentucky","210","Casey","0450","Casey","51","450",4342,0,1935,1908,223,240,12,24
"G2100470","1830","Kentucky","210","Christian","0470","Christian","51","470",12684,0,4228,4055,2149,2186,35,31
"G2100490","1830","Kentucky","210","Clark","0490","Clark","51","490",13051,0,4349,4140,2188,2298,45,31
"G2100510","1830","Kentucky","210","Clay","0510","Clay","51","510",3548,0,1584,1533,217,147,36,31
"G2100570","1830","Kentucky","210","Cumberland","0570","Cumberland","51","570",8624,0,3507,3411,833,859,9,5
"G2100590","1830","Kentucky","210","Daviess","0590","Daviess","51","590",5209,0,2008,1866,663,661,4,7
"G2100610","1830","Kentucky","210","Edmonson","0610","Edmonson","51","610",2642,0,1176,1129,153,125,59,0
"G2100650","1830","Kentucky","210","Estill","0650","Estill","51","650",4618,0,2160,1987,246,195,18,12
"G2100670","1830","Kentucky","210","Fayette","0670","Fayette","51","670",25098,6026,6980,6708,5889,5044,252,225
"G2100690","1830","Kentucky","210","Fleming","0690","Fleming","51","690",13499,0,5867,5796,873,891,28,44
"G2100710","1830","Kentucky","210","Floyd","0710","Floyd","51","710",4347,0,2158,2032,70,69,15,3
"G2100730","1830","Kentucky","210","Franklin","0730","Franklin","51","730",9254,0,3124,2858,1556,1536,87,93
"G2100770","1830","Kentucky","210","Gallatin","0770","Gallatin","51","770",6674,0,2878,2588,569,615,13,11
"G2100790","1830","Kentucky","210","Garrard","0790","Garrard","51","790",11871,0,4218,4024,1745,1806,47,31
"G2100810","1830","Kentucky","210","Grant","0810","Grant","51","810",2986,0,1393,1324,133,133,2,1
"G2100830","1830","Kentucky","210","Graves","0830","Graves","51","830",2504,0,1181,1041,123,156,3,0
"G2100850","1830","Kentucky","210","Grayson","0850","Grayson","51","850",3880,0,1788,1843,112,126,7,4
"G2100870","1830","Kentucky","210","Green","0870","Green","51","870",13138,0,5063,4439,1763,1698,120,55
"G2100890","1830","Kentucky","210","Greenup","0890","Greenup","51","890",5852,0,2507,2325,552,440,21,7
"G2100910","1830","Kentucky","210","Hancock","0910","Hancock","51","910",1515,0,596,569,154,193,2,1
"G2100930","1830","Kentucky","210","Hardin","0930","Hardin","51","930",12849,0,5547,5210,1021,1048,16,7
"G2100950","1830","Kentucky","210","Harlan","0950","Harlan","51","950",2929,0,1431,1355,56,80,4,3
"G2100970","1830","Kentucky","210","Harrison","0970","Harrison","51","970",13234,0,5245,5097,1398,1390,57,47
"G2100990","1830","Kentucky","210","Hart","0990","Hart","51","990",5191,0,2239,2127,394,398,20,13
"G2101010","1830","Kentucky","210","Henderson","1010","Henderson","51","1010",6659,0,2126,1952,1233,1326,12,10
"G2101030","1830","Kentucky","210","Henry","1030","Henry","51","1030",11387,0,4575,4305,1166,1297,24,20
"G2101050","1830","Kentucky","210","Hickman","1050","Hickman","51","1050",5198,0,2318,2006,418,452,1,3
"G2101070","1830","Kentucky","210","Hopkins","1070","Hopkins","51","1070",6763,0,2820,2607,621,704,4,7
"G2101110","1830","Kentucky","210","Jefferson","1110","Jefferson","51","1110",23979,10341,9623,7091,3627,3307,178,153
"G2101130","1830","Kentucky","210","Jessamine","1130","Jessamine","51","1130",9960,0,3289,3148,1702,1682,79,60
"G2101210","1830","Kentucky","210","Knox","1210","Knox","51","1210",4315,0,1899,1882,230,247,24,33
"G2101250","1830","Kentucky","210","Laurel","1250","Laurel","51","1250",2206,0,1116,961,63,63,2,1
"G2101270","1830","Kentucky","210","Lawrence","1270","Lawrence","51","1270",3900,0,1985,1821,40,41,5,8
"G2101350","1830","Kentucky","210","Lewis","1350","Lewis","51","1350",5229,0,2398,2353,226,238,5,9
"G2101370","1830","Kentucky","210","Lincoln","1370","Lincoln","51","1370",11002,0,3652,3593,1806,1832,56,63
"G2101390","1830","Kentucky","210","Livingston","1390","Livingston","51","1390",5971,0,2492,2309,610,526,21,13
"G2101410","1830","Kentucky","210","Logan","1410","Logan","51","1410",13012,0,4215,4067,2230,2394,50,56
"G2101450","1830","Kentucky","210","McCracken","1450","Mccracken","51","1450",1297,0,611,538,67,63,9,9
"G2101510","1830","Kentucky","210","Madison","1510","Madison","51","1510",18751,0,6452,6177,2963,3076,43,40
"G2101610","1830","Kentucky","210","Mason","1610","Mason","51","1610",16199,0,6060,5589,2203,2188,72,87
"G2101630","1830","Kentucky","210","Meade","1630","Meade","51","1630",4131,0,1677,1504,463,482,4,1
"G2101670","1830","Kentucky","210","Mercer","1670","Mercer","51","1670",17694,0,6435,6161,2441,2383,141,133
"G2101710","1830","Kentucky","210","Monroe","1710","Monroe","51","1710",5340,0,2374,2316,311,334,3,2
"G2101730","1830","Kentucky","210","Montgomery","1730","Montgomery","51","1730",10240,0,3758,3748,1255,1325,81,73
"G2101750","1830","Kentucky","210","Morgan","1750","Morgan","51","1750",2857,0,1471,1338,23,23,2,0
"G2101770","1830","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",5340,0,2279,2048,463,535,6,9
"G2101790","1830","Kentucky","210","Nelson","1790","Nelson","51","1790",14932,0,5161,5046,2311,2317,43,54
"G2101810","1830","Kentucky","210","Nicholas","1810","Nicholas","51","1810",8834,0,3781,3738,586,651,33,45
"G2101830","1830","Kentucky","210","Ohio","1830","Ohio","51","1830",4715,0,2107,1997,278,305,18,10
"G2101850","1830","Kentucky","210","Oldham","1850","Oldham","51","1850",9588,0,3506,3409,1270,1335,43,25
"G2101870","1830","Kentucky","210","Owen","1870","Owen","51","1870",5786,0,2501,2400,420,370,80,15
"G2101910","1830","Kentucky","210","Pendleton","1910","Pendleton","51","1910",3863,0,1790,1634,197,231,8,3
"G2101930","1830","Kentucky","210","Perry","1930","Perry","51","1930",3330,0,1615,1535,73,82,19,6
"G2101950","1830","Kentucky","210","Pike","1950","Pike","51","1950",2677,0,1347,1252,40,38,0,0
"G2101990","1830","Kentucky","210","Pulaski","1990","Pulaski","51","1990",9500,0,4347,4126,469,538,10,10
"G2102030","1830","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",2865,0,1390,1185,121,160,6,3
"G2102070","1830","Kentucky","210","Russell","2070","Russell","51","2070",3879,0,1753,1666,219,239,0,2
"G2102090","1830","Kentucky","210","Scott","2090","Scott","51","2090",14677,0,4656,4490,2720,2732,50,29
"G2102110","1830","Kentucky","210","Shelby","2110","Shelby","51","2110",19030,0,6618,6397,2938,2982,38,57
"G2102130","1830","Kentucky","210","Simpson","2130","Simpson","51","2130",5815,0,2312,2258,627,605,8,5
"G2102150","1830","Kentucky","210","Spencer","2150","Spencer","51","2150",6812,0,2698,2583,739,774,13,5
"G2102190","1830","Kentucky","210","Todd","2190","Todd","51","2190",8680,0,2794,2665,1589,1579,28,25
"G2102210","1830","Kentucky","210","Trigg","2210","Trigg","51","2210",5916,0,2347,2120,727,690,19,13
"G2102250","1830","Kentucky","210","Union","2250","Union","51","2250",4764,0,1784,1604,679,676,16,5
"G2102270","1830","Kentucky","210","Warren","2270","Warren","51","2270",10949,0,4078,3911,1410,1463,34,53
"G2102290","1830","Kentucky","210","Washington","2290","Washington","51","2290",19017,0,7243,6975,2274,2440,42,43
"G2102310","1830","Kentucky","210","Wayne","2310","Wayne","51","2310",8685,0,4139,3907,305,328,3,3
"G2102350","1830","Kentucky","210","Whitley","2350","Whitley","51","2350",3806,0,1882,1783,58,81,1,1
"G2102390","1830","Kentucky","210","Woodford","2390","Woodford","51","2390",12273,0,3278,3220,2874,2759,80,62
"G2200050","1830","Louisiana","220","Ascension","0050","Ascension","45","50",5426,0,919,806,2054,1513,60,74
"G2200070","1830","Louisiana","220","Assumption","0070","Assumption","45","70",5669,0,1943,1817,1049,832,15,13
"G2200090","1830","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",3484,0,1118,996,678,657,21,14
"G2200250","1830","Louisiana","220","Catahoula","0250","Catahoula","45","250",2581,0,915,728,459,461,12,6
"G2200270","1830","Louisiana","220","Claiborne","0270","Claiborne","45","270",1764,0,811,728,108,107,8,2
"G2200290","1830","Louisiana","220","Concordia","0290","Concordia","45","290",4662,0,628,397,1938,1679,10,10
"G2200330","1830","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",6698,0,1807,1361,1770,1578,80,102
"G2200370","1830","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",8247,0,1962,1609,2375,2277,8,16
"G2200470","1830","Louisiana","220","Iberville","0470","Iberville","45","470",7049,0,1370,1010,2466,2042,76,85
"G2200510","1830","Louisiana","220","Jefferson","0510","Jefferson","45","510",6846,0,990,606,3040,1867,160,183
"G2200550","1830","Louisiana","220","Lafayette","0550","Lafayette","45","550",5653,0,1709,1468,1210,1157,60,49
"G2200570","1830","Louisiana","220","Lafourche","0570","Lafourche","45","570",5503,0,1697,1613,1166,987,16,24
"G2200690","1830","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",7905,0,2154,1648,1817,1754,261,271
"G2200710","1830","Louisiana","220","Orleans","0710","Orleans","45","710",49826,46082,12600,8681,6988,9651,4864,7042
"G2200730","1830","Louisiana","220","Ouachita","0730","Ouachita","45","730",5140,0,1578,1360,1089,1056,29,28
"G2200750","1830","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",4489,0,659,423,1864,1324,129,90
"G2200770","1830","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",5936,0,755,716,2147,2063,123,132
"G2200790","1830","Louisiana","220","Rapides","0790","Rapides","45","790",7575,0,1208,925,2740,2589,63,50
"G2200870","1830","Louisiana","220","St Bernard","0870","St Bernard","45","870",3356,0,448,332,1613,906,32,25
"G2200890","1830","Louisiana","220","St Charles","0890","St Charles","45","890",5147,0,467,404,2679,1439,76,82
"G2200910","1830","Louisiana","220","St Helena","0910","St Helena","45","910",4028,0,1398,1226,657,702,23,22
"G2200930","1830","Louisiana","220","St James","0930","St James","45","930",7646,0,1332,1225,2892,2137,26,34
"G2200950","1830","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",5677,0,1035,945,2122,1371,95,109
"G2200970","1830","Louisiana","220","St Landry","0970","St Landry","45","970",12591,0,3517,3195,2568,2402,450,459
"G2200990","1830","Louisiana","220","St Martin","0990","St Martin","45","990",7205,0,1565,1245,2186,1801,199,209
"G2201010","1830","Louisiana","220","St Mary","1010","St Mary","45","1010",6442,0,1108,804,2408,1896,107,119
"G2201030","1830","Louisiana","220","St Tammany","1030","St Tammany","45","1030",2864,0,726,592,822,538,92,94
"G2201090","1830","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",2121,0,571,492,548,485,13,12
"G2201170","1830","Louisiana","220","Washington","1170","Washington","45","1170",2286,0,894,801,287,300,4,0
"G2201210","1830","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",3084,0,555,449,1074,858,67,81
"G2201250","1830","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",8629,0,1276,914,3097,3248,51,43
"G2300050","1830","Maine","230","Cumberland","0050","Cumberland","2","50",60102,12598,29157,30492,0,0,221,232
"G2300090","1830","Maine","230","Hancock","0090","Hancock","2","90",24336,0,12338,11974,0,0,14,10
"G2300110","1830","Maine","230","Kennebec","0110","Kennebec","2","110",52485,0,26185,26077,0,2,120,101
"G2300150","1830","Maine","230","Lincoln","0150","Lincoln","2","150",57192,0,28490,28474,0,0,114,114
"G2300170","1830","Maine","230","Oxford","0170","Oxford","2","170",35219,0,17678,17510,0,0,16,15
"G2300190","1830","Maine","230","Penobscot","0190","Penobscot","2","190",31530,0,16724,14765,0,0,20,21
"G2300250","1830","Maine","230","Somerset","0250","Somerset","2","250",35787,0,18285,17480,0,0,14,8
"G2300270","1830","Maine","230","Waldo","0270","Waldo","2","270",29788,0,15194,14565,0,0,17,12
"G2300290","1830","Maine","230","Washington","0290","Washington","2","290",21294,0,11342,9891,0,0,34,27
"G2300310","1830","Maine","230","York","0310","York","2","310",51722,0,25296,26346,0,0,40,40
"G2400010","1830","Maryland","240","Allegany","0010","Allegany","52","10",10609,0,4926,4643,434,384,117,105
"G2400030","1830","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",28295,2623,7043,6829,5496,4851,1988,2088
"G2400050","1830","Maryland","240","Baltimore","0050","Baltimore","52","50",40250,0,15987,14632,3527,3006,1559,1539
"G2400090","1830","Maryland","240","Calvert","0090","Calvert","52","70",8900,0,1965,1823,1958,1941,581,632
"G2400110","1830","Maryland","240","Caroline","0110","Caroline","52","90",9070,0,3089,3152,629,548,786,866
"G2400150","1830","Maryland","240","Cecil","0150","Cecil","52","130",15432,0,5881,5597,893,812,1143,1106
"G2400170","1830","Maryland","240","Charles","0170","Charles","52","150",17769,0,3364,3425,5099,5030,422,429
"G2400190","1830","Maryland","240","Dorchester","0190","Dorchester","52","170",18686,0,5351,5334,2624,2377,1486,1514
"G2400210","1830","Maryland","240","Frederick","0210","Frederick","52","190",45789,4427,18497,18206,3431,2939,1353,1363
"G2400250","1830","Maryland","240","Harford","0250","Harford","52","230",16319,0,5722,5592,1517,1430,1049,1009
"G2400290","1830","Maryland","240","Kent","0290","Kent","52","270",10501,0,2518,2526,1768,1423,1148,1118
"G2400310","1830","Maryland","240","Montgomery","0310","Montgomery","52","290",19816,0,7242,4861,3361,3086,588,678
"G2400330","1830","Maryland","240","Prince Georges","0330","Prince Georges","52","310",20474,0,3768,3919,5857,5728,586,616
"G2400350","1830","Maryland","240","Queen Anne's","0350","Queen Anne's","52","330",14397,0,3398,3261,2530,2342,1362,1504
"G2400370","1830","Maryland","240","St Mary's","0370","St Mary's","52","370",13459,0,3066,3031,3153,3030,628,551
"G2400390","1830","Maryland","240","Somerset","0390","Somerset","52","350",20166,0,5576,5795,3550,3006,1051,1188
"G2400410","1830","Maryland","240","Talbot","0410","Talbot","52","390",12947,0,3185,3106,2168,2005,1208,1275
"G2400430","1830","Maryland","240","Washington","0430","Washington","52","410",25268,3371,10905,10372,1584,1325,542,540
"G2400470","1830","Maryland","240","Worcester","0470","Worcester","52","450",18273,0,5832,5979,2205,1827,1144,1286
"G2405100","1830","Maryland","240","Baltimore City","5100","Baltimore City","52","5100",80620,80620,30025,31685,1658,2462,6165,8625
"G2500010","1830","Massachusetts","250","Barnstable","0010","Barnstable","3","10",28514,0,13999,14347,0,0,78,90
"G2500030","1830","Massachusetts","250","Berkshire","0030","Berkshire","3","30",37835,0,18308,18536,0,0,484,507
"G2500050","1830","Massachusetts","250","Bristol","0050","Bristol","3","50",49592,17792,23511,25153,0,0,465,463
"G2500070","1830","Massachusetts","250","Dukes","0070","Dukes","3","70",3517,0,1701,1768,0,0,27,21
"G2500090","1830","Massachusetts","250","Essex","0090","Essex","3","90",82859,51898,39393,42943,0,1,242,280
"G2500110","1830","Massachusetts","250","Franklin","0110","Franklin","3","110",29501,0,14559,14751,0,0,85,106
"G2500130","1830","Massachusetts","250","Hampden","0130","Hampden","3","130",31639,6784,15290,16002,0,0,174,173
"G2500150","1830","Massachusetts","250","Hampshire","0150","Hampshire","3","150",30254,0,15002,15027,0,0,110,115
"G2500170","1830","Massachusetts","250","Middlesex","0170","Middlesex","3","170",77961,21329,38089,39355,0,0,263,254
"G2500190","1830","Massachusetts","250","Nantucket","0190","Nantucket","3","190",7202,7202,3339,3584,0,0,132,147
"G2500210","1830","Massachusetts","250","Norfolk","0210","Norfolk","3","210",41972,9321,20456,21347,0,0,69,100
"G2500230","1830","Massachusetts","250","Plymouth","0230","Plymouth","3","230",43044,9766,20898,21735,0,0,194,217
"G2500250","1830","Massachusetts","250","Suffolk","0250","Suffolk","3","250",62163,61392,28587,31693,0,0,870,1013
"G2500270","1830","Massachusetts","250","Worcester","0270","Worcester","3","270",84355,4173,41553,42433,0,0,165,204
"G2650025","1830","Michigan Territory","265","Berrien","0025","Berrien","23","210",325,0,203,120,0,0,2,0
"G2650035","1830","Michigan Territory","265","Brown","0035","Brown","23","235",1356,0,935,409,1,1,9,1
"G2650055","1830","Michigan Territory","265","Cass","0055","Cass","23","270",919,0,504,414,0,0,1,0
"G2650075","1830","Michigan Territory","265","Chippewa","0075","Chippewa","23","330",626,0,447,177,0,0,2,0
"G2650095","1830","Michigan Territory","265","Crawford","0095","Crawford","23","395",692,0,520,160,4,2,4,2
"G2650175","1830","Michigan Territory","265","Iowa","0175","Iowa","23","695",1587,0,1051,496,17,6,10,7
"G2650195","1830","Michigan Territory","265","Lenawee","0195","Lenawee","23","910",1491,0,835,655,0,0,1,0
"G2650215","1830","Michigan Territory","265","Macomb","0215","Macomb","23","990",2413,0,1325,1087,0,0,1,0
"G2650235","1830","Michigan Territory","265","Michilimackinac","0235","Michilimackinac","23","970",877,0,568,303,0,0,3,3
"G2650255","1830","Michigan Territory","265","Monroe","0255","Monroe","23","1150",3187,0,1700,1469,0,0,8,10
"G2650275","1830","Michigan Territory","265","Oakland","0275","Oakland","23","1250",4911,0,2709,2183,0,1,15,3
"G2650295","1830","Michigan Territory","265","St Clair","0295","St Clair","23","1470",1114,0,663,449,0,0,2,0
"G2650315","1830","Michigan Territory","265","St Joseph","0315","St Joseph","23","1490",1313,0,765,545,0,0,3,0
"G2650335","1830","Michigan Territory","265","Van Buren","0335","Van Buren","23","1590",5,0,3,2,0,0,0,0
"G2650355","1830","Michigan Territory","265","Washtenaw","0355","Washtenaw","23","1610",4042,0,2261,1774,0,0,5,2
"G2650375","1830","Michigan Territory","265","Wayne","0375","Wayne","23","1630",6781,0,3679,2935,0,0,93,74
"G2800010","1830","Mississippi","280","Adams","0010","Adams","46","10",14937,2789,2139,1721,5612,5330,72,63
"G2800050","1830","Mississippi","280","Amite","0050","Amite","46","50",7934,0,2129,1687,2074,2015,23,6
"G2800210","1830","Mississippi","280","Claiborne","0210","Claiborne","46","210",9787,0,2025,1534,3011,3154,35,28
"G2800290","1830","Mississippi","280","Copiah","0290","Copiah","46","290",7001,0,2804,2434,854,900,8,1
"G2800310","1830","Mississippi","280","Covington","0310","Covington","46","310",2551,0,970,879,342,358,1,1
"G2800370","1830","Mississippi","280","Franklin","0370","Franklin","46","370",4622,0,1299,1113,1105,1102,1,2
"G2800410","1830","Mississippi","280","Greene","0410","Greene","46","410",1854,0,711,605,265,273,0,0
"G2800450","1830","Mississippi","280","Hancock","0450","Hancock","46","450",1962,0,705,640,285,268,30,34
"G2800490","1830","Mississippi","280","Hinds","0490","Hinds","46","490",8645,0,2967,2452,1608,1604,7,7
"G2800590","1830","Mississippi","280","Jackson","0590","Jackson","46","590",1792,0,723,630,182,218,15,24
"G2800630","1830","Mississippi","280","Jefferson","0630","Jefferson","46","630",9755,0,1679,1359,3464,3236,9,8
"G2800670","1830","Mississippi","280","Jones","0670","Jones","46","670",1471,0,672,637,72,89,1,0
"G2800770","1830","Mississippi","280","Lawrence","0770","Lawrence","46","770",5293,0,1898,1579,922,885,6,3
"G2800870","1830","Mississippi","280","Lowndes","0870","Lowndes","46","870",3173,0,1126,978,542,522,2,3
"G2800890","1830","Mississippi","280","Madison","0890","Madison","46","890",4973,0,1547,1234,1111,1056,14,11
"G2800910","1830","Mississippi","280","Marion","0910","Marion","46","910",3691,0,1080,890,875,840,4,2
"G2800950","1830","Mississippi","280","Monroe","0950","Monroe","46","950",3861,0,1580,1324,449,494,8,6
"G2801110","1830","Mississippi","280","Perry","1110","Perry","46","1110",2300,0,723,742,409,411,7,8
"G2801130","1830","Mississippi","280","Pike","1130","Pike","46","1130",5402,0,2038,1759,782,820,3,0
"G2801210","1830","Mississippi","280","Rankin","1210","Rankin","46","1210",2083,0,895,800,180,206,1,1
"G2801270","1830","Mississippi","280","Simpson","1270","Simpson","46","1270",2680,0,1088,926,302,358,4,2
"G2801490","1830","Mississippi","280","Warren","1490","Warren","46","1490",7861,0,1891,1465,2328,2155,15,7
"G2801510","1830","Mississippi","280","Washington","1510","Washington","46","1510",1976,0,455,330,610,574,3,4
"G2801530","1830","Mississippi","280","Wayne","1530","Wayne","46","1530",2781,0,897,807,562,514,0,1
"G2801570","1830","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",11686,0,2093,1706,3914,3947,17,9
"G2801630","1830","Mississippi","280","Yazoo","1630","Yazoo","46","1630",6550,0,2332,1746,1239,1231,2,0
"G2900190","1830","Missouri","290","Boone","0190","Boone","34","190",8859,0,3633,3302,954,969,1,0
"G2900270","1830","Missouri","290","Callaway","0270","Callaway","34","270",6159,0,2505,2197,718,738,0,1
"G2900310","1830","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",7445,0,3329,3069,544,482,10,11
"G2900410","1830","Missouri","290","Chariton","0410","Chariton","34","410",1780,0,774,705,131,170,0,0
"G2900470","1830","Missouri","290","Clay","0470","Clay","34","470",5338,0,2355,2088,432,450,5,8
"G2900510","1830","Missouri","290","Cole","0510","Cole","34","510",3023,0,1413,1305,149,151,3,2
"G2900530","1830","Missouri","290","Cooper","0530","Cooper","34","530",6904,0,3077,2799,494,527,6,1
"G2900550","1830","Missouri","290","Crawford","0550","Crawford","34","550",1712,0,911,736,35,29,1,0
"G2900710","1830","Missouri","290","Franklin","0710","Franklin","34","710",3484,0,1627,1457,181,205,11,3
"G2900730","1830","Missouri","290","Gasconade","0730","Gasconade","34","730",1545,0,756,645,72,65,7,0
"G2900890","1830","Missouri","290","Howard","0890","Howard","34","890",10854,0,4334,3843,1309,1337,22,9
"G2900950","1830","Missouri","290","Jackson","0950","Jackson","34","950",2823,0,1389,1241,93,100,0,0
"G2900990","1830","Missouri","290","Jefferson","0990","Jefferson","34","990",2592,0,1231,1113,128,108,8,4
"G2901070","1830","Missouri","290","Lafayette","1070","Lafayette","34","1070",2912,0,1295,1186,200,229,0,2
"G2901130","1830","Missouri","290","Lincoln","1130","Lincoln","34","1130",4059,0,1765,1541,363,387,2,1
"G2901230","1830","Missouri","290","Madison","1230","Madison","34","1230",2371,0,1005,931,185,225,13,12
"G2901270","1830","Missouri","290","Marion","1270","Marion","34","1270",4837,0,1923,1583,672,655,4,0
"G2901390","1830","Missouri","290","Montgomery","1390","Montgomery","34","1390",3902,0,1732,1564,286,319,0,1
"G2901430","1830","Missouri","290","New Madrid","1430","New Madrid","34","1430",2350,0,1006,869,251,220,1,3
"G2901570","1830","Missouri","290","Perry","1570","Perry","34","1570",3349,0,1527,1283,270,266,2,1
"G2901630","1830","Missouri","290","Pike","1630","Pike","34","1630",6129,0,2588,2344,550,643,4,0
"G2901730","1830","Missouri","290","Ralls","1730","Ralls","34","1730",4375,0,1886,1642,415,424,7,1
"G2901750","1830","Missouri","290","Randolph","1750","Randolph","34","1750",2942,0,1253,1194,251,242,1,1
"G2901770","1830","Missouri","290","Ray","1770","Ray","34","1770",2657,0,1318,1169,77,89,2,2
"G2901830","1830","Missouri","290","St Charles","1830","St Charles","34","1830",4320,0,1753,1584,476,475,19,13
"G2901860","1830","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",2186,0,874,738,269,254,27,24
"G2901870","1830","Missouri","290","St Francois","1870","St Francois","34","1870",2366,0,1036,893,213,210,3,11
"G2901890","1830","Missouri","290","St Louis","1890","St Louis","34","1890",14125,4977,6424,4685,1365,1431,80,140
"G2901950","1830","Missouri","290","Saline","1950","Saline","34","1950",2873,0,1160,981,373,333,15,11
"G2902010","1830","Missouri","290","Scott","2010","Scott","34","2010",2136,0,957,808,165,197,3,6
"G2902210","1830","Missouri","290","Washington","2210","Washington","34","2210",6784,0,3034,2548,637,531,21,13
"G2902230","1830","Missouri","290","Wayne","2230","Wayne","34","2230",3264,0,1535,1347,181,191,6,4
"G3300050","1830","New Hampshire","330","Cheshire","0050","Cheshire","4","50",27016,0,13376,13597,0,0,20,23
"G3300070","1830","New Hampshire","330","Coos","0070","Coos","4","70",8388,0,4201,4179,0,0,2,6
"G3300090","1830","New Hampshire","330","Grafton","0090","Grafton","4","90",38682,0,19254,19399,0,0,13,16
