GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ABN001,ABU001,ABO001,ABO002,ABO003,ABO004,ABO005,ABO006
"G4201270","1830","Pennsylvania","420","Wayne","1270","Wayne","14","1270",7663,0,4083,3549,0,0,15,16
"G4201290","1830","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",38400,0,19381,18641,0,1,195,182
"G4201330","1830","Pennsylvania","420","York","1330","York","14","1330",42859,4216,20845,21006,6,22,482,498
"G4400010","1830","Rhode Island","440","Bristol","0010","Bristol","5","10",5446,0,2499,2683,0,1,134,129
"G4400030","1830","Rhode Island","440","Kent","0030","Kent","5","30",12789,5529,5909,6579,0,0,144,157
"G4400050","1830","Rhode Island","440","Newport","0050","Newport","5","50",16535,8010,7747,8074,2,4,285,423
"G4400070","1830","Rhode Island","440","Providence","0070","Providence","5","70",47018,16833,21988,23466,1,6,624,933
"G4400090","1830","Rhode Island","440","Washington","0090","Washington","5","90",15411,0,7190,7486,0,3,361,371
"G4500010","1830","South Carolina","450","Abbeville","0010","Abbeville","48","10",28149,0,7680,7181,6532,6574,86,96
"G4500070","1830","South Carolina","450","Anderson","0070","Anderson","48","70",17169,0,6370,6334,2258,2169,17,21
"G4500110","1830","South Carolina","450","Barnwell","0110","Barnwell","48","110",19236,0,5377,5079,4211,4286,142,141
"G4500130","1830","South Carolina","450","Beaufort","0130","Beaufort","48","130",37032,0,2927,2737,15372,15489,253,254
"G4500190","1830","South Carolina","450","Charleston","0190","Charleston","48","190",86338,30289,10390,10414,30309,31593,1569,2063
"G4500230","1830","South Carolina","450","Chester","0230","Chester","48","230",17182,0,4961,4985,3544,3598,52,42
"G4500250","1830","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",8472,0,2678,2678,1464,1528,63,61
"G4500290","1830","South Carolina","450","Colleton","0290","Colleton","48","290",27256,0,2766,2588,10611,10873,202,216
"G4500310","1830","South Carolina","450","Darlington","0310","Darlington","48","310",13728,0,3418,3296,3414,3499,49,52
"G4500370","1830","South Carolina","450","Edgefield","0370","Edgefield","48","370",30509,0,7584,7373,7795,7554,93,110
"G4500390","1830","South Carolina","450","Fairfield","0390","Fairfield","48","390",21546,0,4888,4817,5664,6082,41,54
"G4500430","1830","South Carolina","450","Georgetown","0430","Georgetown","48","430",19943,0,1000,931,8381,9417,89,125
"G4500450","1830","South Carolina","450","Greenville","0450","Greenville","48","450",16476,0,5676,5704,2418,2646,15,17
"G4500510","1830","South Carolina","450","Horry","0510","Horry","48","510",5245,0,1764,1749,877,837,13,5
"G4500550","1830","South Carolina","450","Kershaw","0550","Kershaw","48","550",13545,0,2528,2488,4153,4180,85,111
"G4500570","1830","South Carolina","450","Lancaster","0570","Lancaster","48","570",10361,0,3124,3041,2041,2082,39,34
"G4500590","1830","South Carolina","450","Laurens","0590","Laurens","48","590",20863,0,6800,6764,3617,3626,21,35
"G4500630","1830","South Carolina","450","Lexington","0630","Lexington","48","630",9065,0,2624,2615,1878,1912,14,22
"G4500670","1830","South Carolina","450","Marion","0670","Marion","48","670",11208,0,3709,3629,1868,1958,22,22
"G4500690","1830","South Carolina","450","Marlboro","0690","Marlboro","48","690",8582,0,2100,2094,2180,2153,27,28
"G4500710","1830","South Carolina","450","Newberry","0710","Newberry","48","710",17441,0,4527,4392,4093,4223,98,108
"G4500750","1830","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",18453,0,3885,3631,5467,5464,3,3
"G4500770","1830","South Carolina","450","Pickens","0770","Pickens","48","770",14473,0,5730,5734,1396,1470,74,69
"G4500790","1830","South Carolina","450","Richland","0790","Richland","48","790",14772,3310,2763,2475,4454,4582,245,253
"G4500830","1830","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",21150,0,8113,8031,2408,2519,52,27
"G4500850","1830","South Carolina","450","Sumter","0850","Sumter","48","850",28277,0,4754,4430,9127,9594,196,176
"G4500870","1830","South Carolina","450","Union","0870","Union","48","870",17906,0,5416,5238,3556,3609,45,42
"G4500890","1830","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",9018,0,1489,1340,3054,3109,17,9
"G4500910","1830","South Carolina","450","York","0910","York","48","910",17790,0,5549,5505,3327,3306,50,53
"G4700010","1830","Tennessee","470","Anderson","0010","Anderson","54","10",5310,0,2479,2334,219,252,8,18
"G4700030","1830","Tennessee","470","Bedford","0030","Bedford","54","30",30396,0,12732,11931,2811,2837,44,41
"G4700070","1830","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",4648,0,2118,2047,208,211,30,34
"G4700090","1830","Tennessee","470","Blount","0090","Blount","54","90",11028,0,4994,4921,494,530,45,44
"G4700130","1830","Tennessee","470","Campbell","0130","Campbell","54","130",5110,0,2444,2350,106,139,37,34
"G4700170","1830","Tennessee","470","Carroll","0170","Carroll","54","170",9397,0,4016,3678,817,855,14,17
"G4700190","1830","Tennessee","470","Carter","0190","Carter","54","190",6414,0,3064,2876,226,234,6,8
"G4700250","1830","Tennessee","470","Claiborne","0250","Claiborne","54","250",8470,0,3952,3811,297,318,48,44
"G4700290","1830","Tennessee","470","Cocke","0290","Cocke","54","290",6017,0,2656,2653,275,333,57,43
"G4700370","1830","Tennessee","470","Davidson","0370","Davidson","54","370",28122,5566,8435,7554,5917,5745,248,223
"G4700430","1830","Tennessee","470","Dickson","0430","Dickson","54","430",7265,0,2865,2709,924,735,19,13
"G4700450","1830","Tennessee","470","Dyer","0450","Dyer","54","450",1904,0,690,598,288,313,6,9
"G4700470","1830","Tennessee","470","Fayette","0470","Fayette","54","470",8652,0,2949,2478,1592,1586,25,22
"G4700490","1830","Tennessee","470","Fentress","0490","Fentress","54","490",2748,0,1342,1286,51,68,0,1
"G4700510","1830","Tennessee","470","Franklin","0510","Franklin","54","510",15620,0,6152,5882,1697,1850,15,24
"G4700530","1830","Tennessee","470","Gibson","0530","Gibson","54","530",5801,0,2388,2109,618,663,9,14
"G4700550","1830","Tennessee","470","Giles","0550","Giles","54","550",18703,0,6597,6141,2986,2972,2,5
"G4700570","1830","Tennessee","470","Grainger","0570","Grainger","54","570",10066,0,4396,4498,462,447,116,147
"G4700590","1830","Tennessee","470","Greene","0590","Greene","54","590",14410,0,6665,6578,544,526,54,43
"G4700650","1830","Tennessee","470","Hamilton","0650","Hamilton","54","650",2276,0,1090,1046,53,62,14,11
"G4700690","1830","Tennessee","470","Hardeman","0690","Hardeman","54","690",11655,0,4208,3762,1836,1826,8,15
"G4700710","1830","Tennessee","470","Hardin","0710","Hardin","54","710",4868,0,2278,2112,187,229,30,32
"G4700730","1830","Tennessee","470","Hawkins","0730","Hawkins","54","730",13683,0,5904,5734,791,868,185,201
"G4700750","1830","Tennessee","470","Haywood","0750","Haywood","54","750",5334,0,1903,1589,962,867,11,2
"G4700770","1830","Tennessee","470","Henderson","0770","Henderson","54","770",8748,0,3898,3411,698,735,6,0
"G4700790","1830","Tennessee","470","Henry","0790","Henry","54","790",12249,0,4818,4411,1508,1452,37,23
"G4700810","1830","Tennessee","470","Hickman","0810","Hickman","54","810",8119,0,3505,3386,583,629,9,7
"G4700850","1830","Tennessee","470","Humphreys","0850","Humphreys","54","850",6187,0,2751,2681,346,379,12,18
"G4700870","1830","Tennessee","470","Jackson","0870","Jackson","54","870",9698,0,4309,4224,495,524,68,78
"G4700890","1830","Tennessee","470","Jefferson","0890","Jefferson","54","890",11801,0,5300,5196,588,634,39,44
"G4700930","1830","Tennessee","470","Knox","0930","Knox","54","930",14498,0,6155,6202,993,1040,60,48
"G4700990","1830","Tennessee","470","Lawrence","0990","Lawrence","54","990",5411,0,2492,2359,274,278,3,5
"G4701030","1830","Tennessee","470","Lincoln","1030","Lincoln","54","1030",22075,0,9179,8741,2001,2090,36,28
"G4701070","1830","Tennessee","470","McMinn","1070","Mcminn","54","1070",14460,0,6717,6439,627,655,12,10
"G4701090","1830","Tennessee","470","McNairy","1090","Mcnairy","54","1090",5697,0,2755,2561,175,202,1,3
"G4701130","1830","Tennessee","470","Madison","1130","Madison","54","1130",11594,0,3895,3489,2104,2063,17,26
"G4701150","1830","Tennessee","470","Marion","1150","Marion","54","1150",5508,0,2756,2480,121,147,2,2
"G4701190","1830","Tennessee","470","Maury","1190","Maury","54","1190",27665,0,9326,8874,4684,4750,21,10
"G4701230","1830","Tennessee","470","Monroe","1230","Monroe","54","1230",13708,0,6362,6256,529,524,18,19
"G4701250","1830","Tennessee","470","Montgomery","1250","Montgomery","54","1250",14349,0,4407,4078,2938,2863,34,29
"G4701290","1830","Tennessee","470","Morgan","1290","Morgan","54","1290",2582,0,1297,1219,23,37,3,3
"G4701310","1830","Tennessee","470","Obion","1310","Obion","54","1310",2099,0,907,854,180,157,0,1
"G4701330","1830","Tennessee","470","Overton","1330","Overton","54","1330",8242,0,3694,3639,393,449,41,26
"G4701350","1830","Tennessee","470","Perry","1350","Perry","54","1350",7094,0,3668,3013,190,218,5,0
"G4701430","1830","Tennessee","470","Rhea","1430","Rhea","54","1430",8186,0,3828,3708,310,337,3,0
"G4701450","1830","Tennessee","470","Roane","1450","Roane","54","1450",11341,0,5070,5060,525,593,50,43
"G4701470","1830","Tennessee","470","Robertson","1470","Robertson","54","1470",13272,0,4877,4699,1795,1806,41,54
"G4701490","1830","Tennessee","470","Rutherford","1490","Rutherford","54","1490",26134,0,8836,8488,4239,4410,83,78
"G4701550","1830","Tennessee","470","Sevier","1550","Sevier","54","1550",5717,0,2650,2673,199,183,5,7
"G4701570","1830","Tennessee","470","Shelby","1570","Shelby","54","1570",5648,0,1974,1563,1017,1032,39,23
"G4701590","1830","Tennessee","470","Smith","1590","Smith","54","1590",19906,0,7798,7629,2146,2238,45,50
"G4701610","1830","Tennessee","470","Stewart","1610","Stewart","54","1610",6968,0,2837,2632,760,640,51,48
"G4701630","1830","Tennessee","470","Sullivan","1630","Sullivan","54","1630",10073,0,4435,4247,643,544,97,107
"G4701650","1830","Tennessee","470","Sumner","1650","Sumner","54","1650",20569,0,6702,6477,3600,3657,76,57
"G4701670","1830","Tennessee","470","Tipton","1670","Tipton","54","1670",5317,0,2002,1566,881,851,8,9
"G4701770","1830","Tennessee","470","Warren","1770","Warren","54","1770",15210,0,6995,6619,714,842,16,24
"G4701790","1830","Tennessee","470","Washington","1790","Washington","54","1790",10995,0,4911,4899,508,532,72,73
"G4701810","1830","Tennessee","470","Wayne","1810","Wayne","54","1810",6013,0,2937,2783,122,157,5,9
"G4701830","1830","Tennessee","470","Weakley","1830","Weakley","54","1830",4797,0,2049,1895,404,444,3,2
"G4701850","1830","Tennessee","470","White","1850","White","54","1850",9967,0,4576,4402,445,477,38,29
"G4701870","1830","Tennessee","470","Williamson","1870","Williamson","54","1870",26638,0,8235,7769,5215,5290,66,63
"G4701890","1830","Tennessee","470","Wilson","1890","Wilson","54","1890",25472,0,9846,9381,2882,3062,177,124
"G5000010","1830","Vermont","500","Addison","0010","Addison","6","10",24940,0,12538,12315,0,0,41,46
"G5000030","1830","Vermont","500","Bennington","0030","Bennington","6","30",17468,0,8745,8615,0,0,60,48
"G5000050","1830","Vermont","500","Caledonia","0050","Caledonia","6","50",20967,0,10431,10508,0,0,10,18
"G5000070","1830","Vermont","500","Chittenden","0070","Chittenden","6","70",21765,0,11044,10609,0,0,51,61
"G5000090","1830","Vermont","500","Essex","0090","Essex","6","90",3981,0,1948,2017,0,0,8,8
"G5000110","1830","Vermont","500","Franklin","0110","Franklin","6","110",24525,0,12338,12091,0,0,45,51
"G5000130","1830","Vermont","500","Grand Isle","0130","Grand Isle","6","130",3696,0,1952,1744,0,0,0,0
"G5000170","1830","Vermont","500","Orange","0170","Orange","6","170",27285,0,13426,13830,0,0,14,15
"G5000190","1830","Vermont","500","Orleans","0190","Orleans","6","190",13980,0,7081,6863,0,0,15,21
"G5000210","1830","Vermont","500","Rutland","0210","Rutland","6","210",31294,0,15760,15423,0,0,60,51
"G5000230","1830","Vermont","500","Washington","0230","Washington","6","230",21378,0,10491,10863,0,0,14,10
"G5000250","1830","Vermont","500","Windham","0250","Windham","6","250",28748,0,14190,14520,0,0,17,21
"G5000270","1830","Vermont","500","Windsor","0270","Windsor","6","270",40625,0,20052,20377,0,0,91,105
"G5100010","1830","Virginia","510","Accomack","0010","Accomack","40","10",16656,0,4495,4963,2404,2250,1140,1404
"G5100030","1830","Virginia","510","Albemarle","0030","Albemarle","40","30",22618,0,5404,5051,5953,5726,253,231
"G5100050","1830","Virginia","510","Alleghany","0050","Alleghany","40","50",2816,0,1142,1055,328,243,26,22
"G5100070","1830","Virginia","510","Amelia","0070","Amelia","40","70",11036,0,1598,1695,3763,3760,103,117
"G5100090","1830","Virginia","510","Amherst","0090","Amherst","40","90",12071,0,2965,2918,2936,2989,115,148
"G5100150","1830","Virginia","510","Augusta","0150","Augusta","40","150",19926,0,7701,7556,2200,2065,207,197
"G5100170","1830","Virginia","510","Bath","0170","Bath","40","170",4002,0,1406,1391,568,572,32,33
"G5100190","1830","Virginia","510","Bedford","0190","Bedford","40","190",20246,0,5588,5535,4419,4363,179,162
"G5100195","1830","Virginia","510","Berkeley","0195","Berkeley","40","195",10518,0,4191,4132,1034,885,139,137
"G5100230","1830","Virginia","510","Botetourt","0230","Botetourt","40","230",16354,0,5920,5878,2257,1913,194,192
"G5100237","1830","Virginia","510","Brooke","0237","Brooke","40","245",7041,0,3505,3269,114,114,21,18
"G5100250","1830","Virginia","510","Brunswick","0250","Brunswick","40","250",15767,0,2575,2822,4924,4834,307,305
"G5100290","1830","Virginia","510","Buckingham","0290","Buckingham","40","290",18351,0,3618,3559,5636,5293,117,128
"G5100293","1830","Virginia","510","Cabell","0293","Cabell","40","295",5884,0,2724,2543,289,272,23,33
"G5100310","1830","Virginia","510","Campbell","0310","Campbell","40","310",20350,4630,4995,5000,4738,4758,407,452
"G5100330","1830","Virginia","510","Caroline","0330","Caroline","40","330",17760,0,3183,3316,5268,5473,258,262
"G5100360","1830","Virginia","510","Charles City","0360","Charles City","40","360",5500,0,858,924,1505,1452,411,350
"G5100370","1830","Virginia","510","Charlotte","0370","Charlotte","40","370",15252,0,2744,2839,4842,4591,111,125
"G5100410","1830","Virginia","510","Chesterfield","0410","Chesterfield","40","410",18637,0,3833,3876,5706,4631,273,318
"G5100470","1830","Virginia","510","Culpeper","0470","Culpeper","40","470",24027,0,6083,5963,5758,5659,264,300
"G5100490","1830","Virginia","510","Cumberland","0490","Cumberland","40","490",11690,0,2019,2035,3848,3461,166,161
"G5100530","1830","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",13579,0,2525,2690,3766,3740,422,436
"G5100550","1830","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",5053,0,1534,1170,1201,1017,86,45
"G5100570","1830","Virginia","510","Essex","0570","Essex","40","570",10521,0,1707,1940,3230,3177,211,256
"G5100590","1830","Virginia","510","Fairfax","0590","Fairfax","40","590",9204,0,2456,2436,2047,1954,146,165
"G5100610","1830","Virginia","510","Fauquier","0610","Fauquier","40","610",26086,0,6467,6483,6271,6252,326,287
"G5100650","1830","Virginia","510","Fluvanna","0650","Fluvanna","40","650",8221,0,2117,2106,1902,1893,102,101
"G5100670","1830","Virginia","510","Franklin","0670","Franklin","40","670",14911,0,4918,4810,2433,2555,108,87
"G5100690","1830","Virginia","510","Frederick","0690","Frederick","40","690",26046,0,8749,8612,3745,3675,586,679
"G5100710","1830","Virginia","510","Giles","0710","Giles","40","710",5274,0,2410,2350,231,234,30,19
"G5100730","1830","Virginia","510","Gloucester","0730","Gloucester","40","730",10608,0,2117,2197,2885,2806,275,328
"G5100750","1830","Virginia","510","Goochland","0750","Goochland","40","750",10369,0,1849,2008,2964,2752,389,407
"G5100770","1830","Virginia","510","Grayson","0770","Grayson","40","770",7675,0,3637,3524,222,240,22,30
"G5100775","1830","Virginia","510","Greenbrier","0775","Greenbrier","40","775",9006,0,3996,3786,594,565,39,26
"G5100810","1830","Virginia","510","Greensville","0810","Greensville","40","810",7117,0,1048,1056,2372,2309,158,174
"G5100830","1830","Virginia","510","Halifax","0830","Halifax","40","830",28034,0,6367,6549,7317,7211,296,294
"G5100833","1830","Virginia","510","Hampshire","0833","Hampshire","40","835",11279,0,4981,4815,683,647,90,63
"G5100850","1830","Virginia","510","Hanover","0850","Hanover","40","850",16253,0,3130,3396,4569,4709,220,229
"G5100853","1830","Virginia","510","Hardy","0853","Hardy","40","855",6798,0,2810,2598,638,529,112,111
"G5100857","1830","Virginia","510","Harrison","0857","Harrison","40","865",14722,0,7131,6756,343,428,31,33
"G5100870","1830","Virginia","510","Henrico","0870","Henrico","40","870",12737,0,2826,2890,3342,2590,518,571
"G5100890","1830","Virginia","510","Henry","0890","Henry","40","890",7100,0,2043,2015,1415,1453,84,90
"G5100930","1830","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",10517,0,2390,2633,2290,1982,540,682
"G5100950","1830","Virginia","510","James City","0950","James City","40","950",3838,0,655,628,998,985,268,304
"G5100953","1830","Virginia","510","Jefferson","0953","Jefferson","40","955",12927,0,4306,4129,2087,1912,255,238
"G5100957","1830","Virginia","510","Kanawha","0957","Kanawha","40","965",9326,0,4140,3393,1013,704,42,34
"G5100970","1830","Virginia","510","King And Queen","0970","King And Queen","40","970",11644,0,2280,2434,3185,3329,209,207
"G5100990","1830","Virginia","510","King George","0990","King George","40","990",6397,0,1189,1286,1851,1784,142,145
"G5101010","1830","Virginia","510","King William","1010","King William","40","1010",9812,0,1549,1606,3027,3283,168,179
"G5101030","1830","Virginia","510","Lancaster","1030","Lancaster","40","1030",4801,0,922,1054,1288,1344,74,119
"G5101050","1830","Virginia","510","Lee","1050","Lee","40","1050",6461,0,2954,2876,296,316,9,10
"G5101053","1830","Virginia","510","Lewis","1053","Lewis","40","1055",6241,0,3085,2971,76,96,4,9
"G5101057","1830","Virginia","510","Logan","1057","Logan","40","1065",3680,0,1820,1691,74,89,4,2
"G5101070","1830","Virginia","510","Loudoun","1070","Loudoun","40","1070",21939,0,7719,7778,2744,2619,509,570
"G5101090","1830","Virginia","510","Louisa","1090","Louisa","40","1090",16151,0,3197,3271,4619,4763,136,165
"G5101110","1830","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",11957,0,2170,2309,3721,3512,118,127
"G5101130","1830","Virginia","510","Madison","1130","Madison","40","1130",9236,0,2148,2141,2445,2431,32,39
"G5101137","1830","Virginia","510","Mason","1137","Mason","40","1148",6534,0,2947,2829,341,372,20,25
"G5101150","1830","Virginia","510","Mathews","1150","Matthews","40","1150",7664,0,1884,2110,1631,1850,92,97
"G5101170","1830","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",20477,0,3716,3755,6329,5788,430,459
"G5101190","1830","Virginia","510","Middlesex","1190","Middlesex","40","1190",4122,0,914,954,1079,1059,48,68
"G5101193","1830","Virginia","510","Monongalia","1193","Monongalia","40","1195",14056,0,6857,6718,161,201,57,62
"G5101197","1830","Virginia","510","Monroe","1197","Monroe","40","1205",7798,0,3584,3449,340,342,41,42
"G5101210","1830","Virginia","510","Montgomery","1210","Montgomery","40","1210",12306,0,5191,5033,1011,1015,27,29
"G5101215","1830","Virginia","510","Morgan","1215","Morgan","40","1215",2694,0,1304,1215,75,78,11,11
"G5101230","1830","Virginia","510","Nansemond","1230","Nansemond","40","1230",11784,0,2485,2658,2550,2393,825,873
"G5101250","1830","Virginia","510","Nelson","1250","Nelson","40","1250",11254,0,2549,2637,3010,2936,59,63
"G5101270","1830","Virginia","510","New Kent","1270","New Kent","40","1270",6458,0,1287,1299,1719,1811,141,201
"G5101275","1830","Virginia","510","Nicholas","1275","Nicholas","40","1275",3346,0,1692,1532,58,63,1,0
"G5101290","1830","Virginia","510","Norfolk","1290","Norfolk","40","1290",14992,0,3946,4238,3103,2735,447,523
"G5101310","1830","Virginia","510","Northampton","1310","Northampton","40","1310",8641,0,1735,1839,1960,1774,588,745
"G5101330","1830","Virginia","510","Northumberland","1330","Northumberland","40","1330",7953,0,2003,2026,1736,1621,265,302
"G5101350","1830","Virginia","510","Nottoway","1350","Nottoway","40","1350",10130,0,1471,1494,3429,3513,119,104
"G5101355","1830","Virginia","510","Ohio","1355","Ohio","40","1355",15584,0,7681,7348,152,208,96,99
"G5101370","1830","Virginia","510","Orange","1370","Orange","40","1370",14637,0,3205,3251,4043,3940,93,105
"G5101410","1830","Virginia","510","Patrick","1410","Patrick","40","1410",7395,0,2723,2773,832,950,51,66
"G5101415","1830","Virginia","510","Pendleton","1415","Pendleton","40","1415",6271,0,2958,2794,252,244,9,14
"G5101430","1830","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",26034,0,7325,7369,5525,5474,177,164
"G5101437","1830","Virginia","510","Pocahontas","1437","Pocahontas","40","1445",2542,0,1165,1133,115,112,7,10
"G5101450","1830","Virginia","510","Powhatan","1450","Powhatan","40","1450",8517,0,1341,1320,2878,2594,172,212
"G5101455","1830","Virginia","510","Preston","1455","Preston","40","1455",5144,0,2549,2439,64,65,14,13
"G5101470","1830","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",14107,0,2547,2492,4521,4072,232,243
"G5101490","1830","Virginia","510","Prince George","1490","Prince George","40","1490",8367,0,1533,1536,2386,2212,339,361
"G5101510","1830","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",9102,0,2520,2505,1926,1808,171,172
"G5101530","1830","Virginia","510","Prince William","1530","Prince William","40","1530",9330,0,2553,2574,1937,1905,157,204
"G5101557","1830","Virginia","510","Randolph","1557","Randolph","40","1567",5000,0,2422,2204,120,139,58,57
"G5101590","1830","Virginia","510","Richmond","1590","Richmond","40","1590",6055,0,1425,1550,1302,1328,205,245
"G5101630","1830","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",14244,0,5355,5110,1820,1578,222,159
"G5101650","1830","Virginia","510","Rockingham","1650","Rockingham","40","1650",20683,0,8947,8867,1194,1127,285,263
"G5101670","1830","Virginia","510","Russell","1670","Russell","40","1670",6714,0,3024,2978,336,343,18,15
"G5101690","1830","Virginia","510","Scott","1690","Scott","40","1690",5724,0,2747,2631,172,158,6,10
"G5101710","1830","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",19750,0,8411,8458,1285,1138,226,232
"G5101750","1830","Virginia","510","Southampton","1750","Southampton","40","1750",16074,0,3191,3382,4193,3563,824,921
"G5101770","1830","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",15134,3308,3046,3338,4025,4028,335,362
"G5101790","1830","Virginia","510","Stafford","1790","Stafford","40","1790",9362,0,2244,2469,2195,1969,248,237
"G5101810","1830","Virginia","510","Surry","1810","Surry","40","1810",7109,0,1348,1517,1756,1622,404,462
"G5101830","1830","Virginia","510","Sussex","1830","Sussex","40","1830",12720,0,1977,2141,4114,3622,419,447
"G5101850","1830","Virginia","510","Tazewell","1850","Tazewell","40","1850",5749,0,2458,2453,392,428,8,10
"G5101855","1830","Virginia","510","Tyler","1855","Tyler","40","1859",4104,0,2036,1955,45,63,3,2
"G5101890","1830","Virginia","510","Warwick","1890","Warwick","40","1875",1570,0,314,319,462,448,15,12
"G5101910","1830","Virginia","510","Washington","1910","Washington","40","1910",15614,0,6357,6428,1287,1281,118,143
"G5101930","1830","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",8396,0,1853,1857,1883,1956,403,444
"G5101953","1830","Virginia","510","Wood","1953","Wood","40","1955",6429,0,2833,2668,446,431,34,17
"G5101970","1830","Virginia","510","Wythe","1970","Wythe","40","1970",12163,0,5048,4904,1042,1052,57,60
"G5101990","1830","Virginia","510","York","1990","York","40","1990",5354,0,1070,1059,1244,1354,303,324
"G5107100","1830","Virginia","510","Norfolk City","7100","Norfolk City","40","7100",9814,9814,2483,2647,1579,2177,356,572
"G5107300","1830","Virginia","510","Petersburg City","7300","Petersburg City","40","7300",8322,8322,1762,1678,1358,1492,811,1221
"G5107600","1830","Virginia","510","Richmond City","7600","Richmond City","40","7600",16060,16060,3982,3773,3290,3059,833,1123
